"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"1977",2022,"Region_9","seriola",23090.8,4503.94931,1.160580042,0.882440986,1.356666652,1.244390955,1.064532179,1.636614039
"1978",2023,"Region_9","seriola",25732,4198.402038,1.081846459,0.777053642,1.289927045,1.117447869,0.937190227,1.555757486
"1979",2024,"Region_9","seriola",2194.6,3820.357756,0.984431809,0.626821504,1.189758112,0.004158834,0.00344111,0.006531506
"1980",2014,"Region_1","sphyrna",6625,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"1981",2015,"Region_1","sphyrna",350,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"1982",2018,"Region_1","sphyrna",40,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"1983",2014,"Region_2","sphyrna",5336.25,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"1984",2015,"Region_2","sphyrna",2318.75,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"1985",2016,"Region_2","sphyrna",550,19890.7269,1.313358632,1.185350689,1.395128414,3.198501964,3.011034772,3.54391338
"1986",2017,"Region_2","sphyrna",1320,18982.26216,1.253373896,1.12120636,1.351906633,2.69254953,2.496305005,3.009946621
"1987",2018,"Region_2","sphyrna",335.3,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"1988",2021,"Region_2","sphyrna",350,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"1989",2022,"Region_2","sphyrna",10250.3,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"1990",2014,"Region_3","sphyrna",8275,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"1991",2015,"Region_3","sphyrna",34566,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"1992",2016,"Region_3","sphyrna",34816.4,19890.7269,1.313358632,1.185350689,1.395128414,3.198501964,3.011034772,3.54391338
"1993",2017,"Region_3","sphyrna",22152.7,18982.26216,1.253373896,1.12120636,1.351906633,2.69254953,2.496305005,3.009946621
"1994",2018,"Region_3","sphyrna",11046,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"1995",2019,"Region_3","sphyrna",8638.2,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"1996",2020,"Region_3","sphyrna",10512,15228.91768,1.005545478,0.786339332,1.187689841,1.588072232,1.344525141,2.030775758
"1997",2021,"Region_3","sphyrna",6685.9,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"1998",2022,"Region_3","sphyrna",23194.8,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"1999",2023,"Region_3","sphyrna",1258,14253.5509,0.941143288,0.640961927,1.175708322,0.656917982,0.525856573,0.964572034
"2000",2024,"Region_3","sphyrna",981,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2001",2014,"Region_4","sphyrna",103233,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"2002",2015,"Region_4","sphyrna",199586.5,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"2003",2016,"Region_4","sphyrna",433023.25,19890.7269,1.313358632,1.185350689,1.395128414,3.198501964,3.011034772,3.54391338
"2004",2017,"Region_4","sphyrna",410255.25,18982.26216,1.253373896,1.12120636,1.351906633,2.69254953,2.496305005,3.009946621
"2005",2018,"Region_4","sphyrna",98523,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"2006",2019,"Region_4","sphyrna",189039.5,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"2007",2020,"Region_4","sphyrna",258776.3,15228.91768,1.005545478,0.786339332,1.187689841,1.588072232,1.344525141,2.030775758
"2008",2021,"Region_4","sphyrna",316278.9,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"2009",2022,"Region_4","sphyrna",160707.25,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"2010",2023,"Region_4","sphyrna",458553,14253.5509,0.941143288,0.640961927,1.175708322,0.656917982,0.525856573,0.964572034
"2011",2024,"Region_4","sphyrna",311547.5,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2012",2014,"Region_5","sphyrna",34520,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"2013",2015,"Region_5","sphyrna",29522,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"2014",2019,"Region_5","sphyrna",375,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"2015",2024,"Region_5","sphyrna",6964,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2016",2024,"Region_6","sphyrna",8104,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2017",2015,"Region_7","sphyrna",500,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"2018",2019,"Region_7","sphyrna",67625,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"2019",2020,"Region_7","sphyrna",85750,15228.91768,1.005545478,0.786339332,1.187689841,1.588072232,1.344525141,2.030775758
"2020",2021,"Region_7","sphyrna",51474,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"2021",2022,"Region_7","sphyrna",54350,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"2022",2014,"Region_8","sphyrna",118566.45,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"2023",2015,"Region_8","sphyrna",254237.6875,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"2024",2016,"Region_8","sphyrna",145272.9,19890.7269,1.313358632,1.185350689,1.395128414,3.198501964,3.011034772,3.54391338
"2025",2017,"Region_8","sphyrna",152267.9,18982.26216,1.253373896,1.12120636,1.351906633,2.69254953,2.496305005,3.009946621
"2026",2018,"Region_8","sphyrna",95401.7,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"2027",2019,"Region_8","sphyrna",193970.1,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"2028",2020,"Region_8","sphyrna",783505.85,15228.91768,1.005545478,0.786339332,1.187689841,1.588072232,1.344525141,2.030775758
"2029",2021,"Region_8","sphyrna",844968.85,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"2030",2022,"Region_8","sphyrna",202712.25,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"2031",2023,"Region_8","sphyrna",20554,14253.5509,0.941143288,0.640961927,1.175708322,0.656917982,0.525856573,0.964572034
"2032",2024,"Region_8","sphyrna",219254.8,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2033",2014,"Region_9","sphyrna",82449.3,19224.29641,1.2693551,1.141793729,1.341502888,0.363328935,0.343788627,0.403920099
"2034",2015,"Region_9","sphyrna",343064.15,19704.96669,1.301093129,1.173433698,1.379683683,0.853219755,0.804618026,0.94604268
"2035",2016,"Region_9","sphyrna",2656334.3,19890.7269,1.313358632,1.185350689,1.395128414,3.198501964,3.011034772,3.54391338
"2036",2017,"Region_9","sphyrna",2041014.15,18982.26216,1.253373896,1.12120636,1.351906633,2.69254953,2.496305005,3.009946621
"2037",2018,"Region_9","sphyrna",422690,17350.90984,1.14565784,0.993397864,1.27423931,0.70422628,0.633163922,0.812164379
"2038",2019,"Region_9","sphyrna",604578.8,15920.47778,1.051208285,0.862670128,1.210822764,1.300552699,1.129109738,1.584790905
"2039",2020,"Region_9","sphyrna",104508,15228.91768,1.005545478,0.786339332,1.187689841,1.588072232,1.344525141,2.030775758
"2040",2021,"Region_9","sphyrna",101719,14967.37885,0.988276412,0.749512694,1.18678056,1.717764741,1.430446733,2.26497348
"2041",2022,"Region_9","sphyrna",37639.05,14529.92716,0.95939205,0.686549885,1.177987325,0.654583972,0.533114954,0.914722546
"2042",2023,"Region_9","sphyrna",900,14253.5509,0.941143288,0.640961927,1.175708322,0.656917982,0.525856573,0.964572034
"2043",2024,"Region_9","sphyrna",17307.5,14220.02653,0.938929718,0.613558244,1.188273364,0.77188198,0.609912628,1.181212927
"2044",2014,"Region_1","squatina",22734,7348.083638,0.922663487,0.845289522,1.030696112,0.78307067,0.700992957,0.854749404
"2045",2015,"Region_1","squatina",1431.9,7502.139897,0.942007589,0.851855822,1.04545149,0.773926754,0.697349311,0.8558313
"2046",2016,"Region_1","squatina",18938.75,7671.269668,0.9632444,0.859499293,1.066365414,0.706824844,0.638472576,0.792141516
"2047",2017,"Region_1","squatina",8129.2,7863.537566,0.987386555,0.87162148,1.084878353,0.659654561,0.600375188,0.747267087
"2048",2018,"Region_1","squatina",7789.45,8083.208332,1.014969555,0.885858317,1.110529132,0.906844523,0.82881174,1.039014439
"2049",2019,"Region_1","squatina",6592.25,8244.784269,1.035257868,0.889528705,1.126894951,0.941381917,0.864830422,1.095606056
"2050",2020,"Region_1","squatina",275,8347.61295,1.04816957,0.889604448,1.134230503,0.660282658,0.610183017,0.777972942
"2051",2021,"Region_1","squatina",6804.85,8435.667126,1.059226109,0.88909428,1.139013894,0.758316251,0.705196289,0.903423169
"2052",2022,"Region_1","squatina",6931.75,8552.737281,1.073926045,0.888885619,1.150110954,0.523725992,0.489033672,0.632750684
"2053",2023,"Region_1","squatina",8920,8763.400442,1.100378004,0.904544635,1.173186999,0.504520937,0.473209933,0.613749416
"2054",2024,"Region_1","squatina",2830,9005.130082,1.130730831,0.927366454,1.197240546,0.583521149,0.551105085,0.711482878
"2055",2014,"Region_2","squatina",16221.97,7348.083638,0.922663487,0.845289522,1.030696112,0.78307067,0.700992957,0.854749404
"2056",2015,"Region_2","squatina",12026.35,7502.139897,0.942007589,0.851855822,1.04545149,0.773926754,0.697349311,0.8558313
"2057",2016,"Region_2","squatina",21732.65,7671.269668,0.9632444,0.859499293,1.066365414,0.706824844,0.638472576,0.792141516
"2058",2017,"Region_2","squatina",6822.85,7863.537566,0.987386555,0.87162148,1.084878353,0.659654561,0.600375188,0.747267087
"2059",2018,"Region_2","squatina",12141.35,8083.208332,1.014969555,0.885858317,1.110529132,0.906844523,0.82881174,1.039014439
"2060",2019,"Region_2","squatina",25191.1,8244.784269,1.035257868,0.889528705,1.126894951,0.941381917,0.864830422,1.095606056
"2061",2020,"Region_2","squatina",31269.4,8347.61295,1.04816957,0.889604448,1.134230503,0.660282658,0.610183017,0.777972942
"2062",2021,"Region_2","squatina",65317.8,8435.667126,1.059226109,0.88909428,1.139013894,0.758316251,0.705196289,0.903423169
"2063",2022,"Region_2","squatina",85443.5,8552.737281,1.073926045,0.888885619,1.150110954,0.523725992,0.489033672,0.632750684
"2064",2023,"Region_2","squatina",102093,8763.400442,1.100378004,0.904544635,1.173186999,0.504520937,0.473209933,0.613749416
"2065",2024,"Region_2","squatina",92137.95,9005.130082,1.130730831,0.927366454,1.197240546,0.583521149,0.551105085,0.711482878
"2066",2014,"Region_3","squatina",23217.4,7348.083638,0.922663487,0.845289522,1.030696112,0.78307067,0.700992957,0.854749404
