"state_reported","office_name_reported","landing_site_reported","year_reported","month_reported","receipt_date_reported","period_start_reported","period_end_reported","eu_rnpa_reported","eu_name_reported","vessel_rnpa_reported","vessel_name_reported","fleet_reported","aquaculture_reported","est_aquaculture_production","est_sector","taxa_group_reported","est_taxa_group","taxa_name_reported","clean_taxa_name","common_name_clean","scientific_name_reported","est_Major_Functional_Group","landed_weight_reported","live_weight_reported","est_weight_kg","value_reported"
"SONORA","BAHIA KINO","BAHIA KINO",2010,3,2010-03-24,2010-03-21,2010-03-23,"2611000353","KINO DEL MAR SA DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",2000,2000,2000,24000
"NAYARIT","TUXPAN","CABEZA DE CANOA",2020,10,2020-10-15,2020-10-15,2020-10-15,"1805000682","SCPP Y AC PESC UNIDOS DE CORRIENTES SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",50,55,55,4750
"NAYARIT","PEÑITA DE JALTEMBA","PLAYA DE LA PEÑITA DE JALTEMBA",2012,8,2012-08-15,2012-08-13,2012-08-15,"1801000900","SERVANDO CARRILLO OROZCO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",65,71.5,71.5,2600
"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD",2019,11,2019-11-12,2019-11-10,2019-11-12,"2611002433","MOJARRA DEL ARRECIFE S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","ALMEJA","ALMEJA","ALMEJA CHOCOLATA ENT. FCA.","ALMEJA CHOCOLATA","almeja chocolata",NA,"molluscs excl. cephalopods",45,45,45,1800
"SINALOA","LOS MOCHIS","LA BALLENA",2012,12,2012-12-19,2012-12-13,2012-12-18,"2507000079","SCPP RIBEREÑA LA BALLENA SC DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",1530,2448,2448,137700
"SINALOA","MAZATLAN","ISLA DE LA PIEDRA",2009,7,2009-07-31,2009-07-16,2009-07-31,"2508012768","RUBEN TIRADO CARDENAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",70,70,70,490
"SINALOA","LA REFORMA","LA REFORMA",2011,12,2011-12-26,2011-12-22,2011-12-23,"2506001482","S.C.P.P. PUNTA DEL COYOTE BONCHI, S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBON ENT. FCO.","JAIBON","jaibon",NA,"crustaceans",116,116,116,1972
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA (B.C.S.)",2020,3,2020-03-20,2020-03-18,2020-03-20,"0312002579","SCPP CUESTA HNO SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PIERNA","PIERNA","PIERNA DESV. FCA.","PIERNA","pierna",NA,"demersal marine fishes",120,132,132,4800
"SINALOA","MAZATLAN","MAZATLAN",2006,10,2006-10-17,2006-09-24,2006-10-13,"2508005804","PESQUERA NOVIA DEL MAR SA DE CV","00010785","RENEGADO",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ALTA MAR DESC. FCO.","CAMARON","camaron",NA,"shrimps, prawns",4189,6702.4,6702.4,418900
"SONORA","GUAYMAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,3,2001-03-12,2001-09-14,2001-09-14,"2604009361","DISTRIBUCIONES MARINAS DE GUAYMAS SA DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CALAMAR","CALAMAR","CALAMAR GIGANTE ENT. FCO.","CALAMAR GIGANTE","calamar gigante",NA,"cephalopods",6000,6000,6000,6000
"SONORA","HUATABAMPO","YAVAROS",2012,11,2012-11-15,2012-11-01,2012-11-15,"2609000845","LUIS ARTURO BARNETCHE VALDEZ","00038570","ZENITH II",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","SARDINA","SARDINA","SARDINA CRINUDA IND.","SARDINA CRINUDA","sardina crinuda",NA,"anchovy & sardine (small pelagics)",857682,994911.12,994911.12,0
"SINALOA","ESCUINAPA","LOS SABALOS",2014,3,2014-03-06,2014-03-01,2014-03-05,"2504000775","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA  RIBEREÑA, PESCADORES DEL NANCHITO, SC. DE RL.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",50,55,55,2750
"BAJA CALIFORNIA","MEXICALI","SAN LUIS GONZAGA",2020,3,2020-03-06,2020-03-05,2020-03-05,"0207001777","LA PAMITA SPR DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","EXTRANJERO DESV. FCO.","EXTRANJERO","extranjero",NA,"demersal marine fishes",600,660,660,6000
"SINALOA","LA REFORMA","LA REFORMA",2005,6,2005-06-06,2005-06-06,2005-06-05,"2506000641","FELIZARDO MEJIA ENCINES","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA DESV. FCA.","CORVINA","corvina",NA,"demersal marine fishes",46,50.6,50.6,920
"SINALOA","LOS MOCHIS","EL JITZAMURI",2017,11,2017-11-30,2017-11-27,2017-11-29,"2507005144","SCPP HALCON PESCADOR SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",3133,3133,3133,68926
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","Las Casitas (Laguna Ojo de Liebre)",2008,4,2008-04-01,2008-03-30,2008-04-01,"0304000771","JUAN JOSE AYALA MARTINEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","EXTRANJERO ENT. FCO.","EXTRANJERO","extranjero",NA,"demersal marine fishes",997,997,997,7976
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN BRUNO (EN SANTA ROSALIA)",2015,4,2015-04-12,2015-04-10,2015-04-12,"0312001100","MARIO MONTES MORA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO DESV. FCO.","PARGO","pargo",NA,"demersal marine fishes",143,157.3,157.3,5005
"SINALOA","LOS MOCHIS","TOPOLOBAMPO",2019,7,2019-07-24,2019-07-13,2019-07-22,"2505001798","SCP DE BIENES Y SERVICIOS GUASAVE CUATROCIENTOS SCL Y CV","00017400","DYLAN (TROPICO DE CANCER III)","large_scale",NA,"possibly aquaculture","freshwater or marine: large-scale capture","MOJARRA","MOJARRA","MOJARRA DESV. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",500,550,550,7500
"NAYARIT","TECUALA","CUACOYOTL, EL",2017,11,2017-11-25,2017-11-23,2017-11-25,"1803001120","ARTURO LOPEZ MELENDRES","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","MOJARRA","MOJARRA","MOJARRA CHINA ENT. FCA.","MOJARRA CHINA","mojarra china",NA,"demersal marine fishes",122,122,122,1220
"SINALOA","MAZATLAN","MAZATLAN",2024,10,2024-10-01,2024-09-16,2024-09-29,"0203011861","VENTURA PACIFICO SA DE CV","00046565","VASAMAR","large_scale",NA,"not aquaculture","marine: large-scale capture","TIBURON","TIBURON","TIBURON COLUDO DESV. Y DESC. FCO.","TIBURON COLUDO","tiburon coludo",NA,"sharks",4045,5056.25,5056.25,56630
"NAYARIT","TUXPAN","CABEZA DE CANOA",2007,5,2007-05-10,2007-05-08,2007-05-10,"1805000427","JOSE LUIS OLIVARES NAVARRO","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",50,55,55,1500
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2011,5,2011-05-23,2011-05-16,2011-05-22,"2508012644","JUAN FRANCISCO PEÑA SANCHEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",39,39,39,780
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA (B.C.S.)",2018,4,2018-04-30,2018-04-28,2018-04-30,"0312002579","SCPP CUESTA HNO SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PULPO","PULPO","PULPO DESV. FCO.","PULPO","pulpo",NA,"cephalopods",3500,3850,3850,140000
"NAYARIT","TUXPAN","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,11,2002-11-26,2002-09-19,2002-09-19,"1805001052","SCPP Y A LAGUNA DE CUCUICHALA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA MACHO ENT. FCA.","LISA MACHO","lisa macho",NA,"demersal marine fishes",35,35,35,350
"SINALOA","MAZATLAN","BARRA DE PIAXTLA",2015,3,2015-03-28,2015-03-26,2015-03-28,"2508010689","SUSANO GAXIOLA VELARDE","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TIBURON ENT. FCO.","TIBURON","tiburon",NA,"sharks",608,608,608,15200
"NAYARIT","CRUZ DE HUANACAXTLE","CORRAL DEL RISCO",2016,8,2016-08-11,2016-08-09,2016-08-11,"1807000748","PESCADORES DE LAS MARIETAS S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTA DESV. FCA.","BOTA","bota",NA,"demersal marine fishes",420,462,462,8400
"BAJA CALIFORNIA SUR","LA PAZ","LOS FRAILES",2007,4,2007-04-13,2007-04-10,2007-04-12,"0305006546","BOCA DEL ALAMO S.P.R. DE R.L.","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","PIERNA","PIERNA","PIERNA DESV. FCA.","PIERNA","pierna",NA,"demersal marine fishes",81,89.1,89.1,1620
"SINALOA","CULIACAN","SITIO EMB DESEM GENERICO",2004,8,2004-08-25,2004-01-01,2004-01-01,"2502000306","SCPP JOSE LUIS CASTRO VERDUZCO SCL DE CV","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO ENT. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",1442,1442,1442,57680
"NAYARIT","TECUALA","RINCON, EL",2019,8,2019-08-22,NA,NA,"1803000593","SCPPA ANDRES SANDOVAL LORA SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BANDERA","BANDERA","CHIHUIL DESV. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",150,165,165,3000
"BAJA CALIFORNIA SUR","LA PAZ","SAN EVARISTO",2020,9,2020-09-12,2020-09-07,2020-09-11,"0305007759","JOSE  FELIX RODRIGUEZ ARIAS","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","PARGO MULATO DESV. FCO.","PARGO MULATO","pargo mulato",NA,"demersal marine fishes",100,110,110,3000
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN BRUNO (EN SANTA ROSALIA)",2014,10,2014-10-26,2014-10-24,2014-10-26,"0312002793","SCPP PESCADORES DEL MAR DE CORTEZ, S.C. DE R.L DE C.V","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","COCHI DESV. FCO.","COCHI","cochi",NA,"demersal marine fishes",300,330,330,5400
"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",2012,11,2012-11-30,2012-11-27,2012-11-29,"0306000993","SCPP ISLA CATALANA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","VIEJA DESV. FCA.","VIEJA","vieja",NA,"demersal marine fishes",50,55,55,1250
"SINALOA","MAZATLAN","MAZATLAN",2017,3,2017-03-21,NA,2017-03-16,"2511001790","SCPP SUCETT, SRL DE CV","00055699","EL PANZAS",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",150,150,150,150
"SINALOA","LA REFORMA","SITIO EMB DESEM GENERICO",2004,4,2004-04-06,2004-01-01,2004-01-01,"2506000518","CONSUELO MONTOTA LOPEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTETE DESV. Y DESC. FCO.","BOTETE","botete",NA,"demersal marine fishes",50,62.5,62.5,1500
"BAJA CALIFORNIA SUR","LORETO","EL JUNCALITO (B.C.S.)",2017,11,2017-11-21,2017-11-19,2017-11-20,"0306001041","SCPP ACUIC. Y DE SERV. TUR. PLAYAS DEL JUNCALITO SC DE RL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","VIEJA DESV. FCA.","VIEJA","vieja",NA,"demersal marine fishes",5,5.5,5.5,150
"SINALOA","EL ROSARIO","EL MAJAHUAL",2010,5,2010-05-06,2010-05-04,2010-05-06,"2510000785","ASCENCION BARRAZA RAMOS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTETE ENT. FCO.","BOTETE","botete",NA,"demersal marine fishes",40,40,40,600
"NAYARIT","TECUALA","VENA DE PERICOS",2022,9,2022-09-22,2022-09-22,2022-09-22,"1803000528","SC NORTE DE NAYARIT SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON CAFE ENT. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",500,500,500,25000
"SONORA","GUAYMAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,4,2002-04-26,2002-12-15,2002-12-15,"2604008769","MOISES MATSUMIYA LEON","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TIBURON DESV. FCO.","TIBURON","tiburon",NA,"sharks",2151,2366.1,2366.1,23661
"BAJA CALIFORNIA SUR","LA PAZ","BAHIA DE LA PAZ",2007,12,2007-12-19,2007-12-15,2007-12-18,"0305000846","SCPP DE ALTURA BAHIA DE LA PAZ SCL","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","guachinango","Lutjanus Spp","demersal marine fishes",650,650,650,13000
"SINALOA","MAZATLAN","MAZATLAN",2017,2,2017-02-08,2017-02-05,2017-02-06,"2508009525","MAZ SARDINA, SA DE CV","00055863","MAZ SARDINA I",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","SARDINA","SARDINA","SARDINA CRINUDA IND.","SARDINA CRINUDA","sardina crinuda",NA,"anchovy & sardine (small pelagics)",195000,226200,226200,126750
"SONORA","GUAYMAS","LAS PLAYITAS",2012,1,2012-01-30,2012-01-27,2012-01-29,"2604009791","SCPP DE RIBERA Y ALTURA LAS PALAPAS S.C. DE R.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA PLATEADA DESV. FCA.","CORVINA PLATEADA","corvina plateada",NA,"demersal marine fishes",570,627,627,5700
"NAYARIT","CRUZ DE HUANACAXTLE","CORRAL DEL RISCO",2018,10,2018-10-19,2018-10-17,2018-10-19,"1807000854","ARMANDO GOMEZ GARCIA","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",1200,1320,1320,96000
"NAYARIT","PEÑITA DE JALTEMBA","CHACALA",2017,1,2017-01-31,2017-01-28,2017-01-31,"1801000744","COSTA DE CHILA PEÑITA Y BOCA DE AMECA SC RL CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",2900,3190,3190,174000
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","Las Casitas (Laguna Ojo de Liebre)",2009,5,2009-05-21,2009-05-19,2009-05-21,"0203006499","MARCO ANTONIO FLORES OJEDA","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA NAVAJA S.C. FCA.","ALMEJA NAVAJA","almeja navaja",NA,"molluscs excl. cephalopods",101,909,909,10100
"NAYARIT","TECUALA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,5,2003-05-24,2003-10-19,2003-10-19,"1803000742","MARIA LOURDES PEREZ BARRIOS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTETE DESV. Y DESC. FCO.","BOTETE","botete",NA,"demersal marine fishes",120,150,150,2400
"NAYARIT","TECUALA","MORILLOS, LOS",2023,9,2023-09-29,2023-09-26,2023-09-28,"1803000510","SCPP Y AC UNION DE MORILLOS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","BANDERA","BANDERA","CHIHUIL ENT. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",600,600,600,6000
"NAYARIT","TUXPAN","EMBARCADERO DE PTA. DE PALAPARES",2008,8,2008-08-16,2008-08-14,2008-08-16,"1805001029","SCPP Y AC PUERTA DE PALAPARES S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","lisa","Mugil Cephalus","demersal marine fishes",330,330,330,1980
"BAJA CALIFORNIA SUR","LA PAZ","EL SARGENTO",2012,6,2012-06-21,2012-06-18,2012-06-20,"0305005423","FRANCISCO TAMAYO LUCERO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LENGUADO","LENGUADO","LENGUADO DESV. FCO.","LENGUADO","lenguado",NA,"demersal marine fishes",97,106.7,106.7,2425
"SINALOA","MAZATLAN","MAZATLAN",2019,11,2019-11-04,2019-11-10,2019-10-30,"2508006778","PESQUERA JUSAJELI, SA DE CV","00018291","ALMA DELIA","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","BERRUGATA","BERRUGATA","BERRUGATA ENT. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",40,40,40,0
"SINALOA","MAZATLAN","MAZATLAN",2014,3,2014-03-10,NA,2014-03-07,"2508006398","PESQUERA NADIA, SA DE CV","00042119","ISLA DE SOTO III(FIPESCO 57)",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",55,55,55,55
"SINALOA","NAVOLATO","ALTATA",2008,5,2008-05-23,2008-05-15,2008-05-23,"2509000333","SCPP RIBERENA PENINSULA DE LUCENILLA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LENGUADO","LENGUADO","LENGUADO ENT. FCO.","LENGUADO","lenguado",NA,"demersal marine fishes",98,98,98,4900
"SONORA","GUAYMAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,7,2002-07-19,2002-03-25,2002-03-25,"2604008769","MOISES MATSUMIYA LEON","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","ANGELITO DESV. FCO. (SQUATINA SQUATINA)","ANGELITO (SQUATINA SQUATINA)","angelito","Squatina Squatina","sharks",2180,2398,2398,13080
"SINALOA","MAZATLAN","MAZATLAN",2019,11,2019-11-06,2019-10-19,2019-11-02,"2508005408","PESQUERA MORMAR, SA DE CV","00055962","JORGE II (DOÑA LUISA)","large_scale",NA,"possibly aquaculture","marine: large-scale capture","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",2446,3913.6,3913.6,342440
"NAYARIT","TECUALA","MORILLOS, LOS",2021,11,2021-11-04,2021-11-01,2021-11-03,"1803000510","SCPP Y AC UNION DE MORILLOS SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON CAFE ENT. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",600,600,600,30000
"NAYARIT","CRUZ DE HUANACAXTLE","SITIO EMB DESEM GENERICO",2004,2,2004-02-10,2004-01-01,2004-01-01,"1807000672","JUAN MANUEL ORTEGA GONZALEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",130,130,130,2860
"SINALOA","CULIACAN",NA,2021,8,2021-08-10,2021-08-10,2021-08-10,"2502000272","SCPPE EL PATAGUE S DE RL DE CV","25200023","SCPPE EL PATAGUE S DE RL DE CV",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",915,915,915,128292.15
"NAYARIT","CRUZ DE HUANACAXTLE","CRUZ DE HUANACAXTLE, LA",2019,5,2019-05-09,2019-05-07,2019-05-09,"1807000367","SERGIO RAMOS CASTILLON","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","ATUN","ATUN","ATUN ALETA AMARILLA  ENT. FCO. (THUNNUS ALBACARES)","ATUN ALETA AMARILLA (THUNNUS ALBACARES)","atun aleta amarilla","Thunnus Albacares","pelagic marine fish (excl. anchovy & sardine)",393,393,393,35370
"SINALOA","MAZATLAN","MAZATLAN",2011,3,2011-03-01,2011-01-22,2011-02-27,"2508010457","PESQUERA SANDRA KORINA SA DE CV","00014415","PIEDRA BLANCA",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",160,160,160,640
"SINALOA","MAZATLAN","PUENTE JUAREZ",2016,2,2016-02-10,2016-02-03,2016-02-10,"2508017577","BLANCA JUDITH LOPEZ TORRES","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",70,70,70,3500
"SONORA","CD. OBREGON","PAREDON COLORADO",2012,4,2012-04-29,2012-04-28,2012-04-29,"2602401164","EL BACHOMO DEL TOBARI SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","MEDUSA BOLA DE CAÑON ENT. FCA.","MEDUSA BOLA CAÑON","medusa bola cañon",NA,"jellies",12000,12000,12000,24000
"BAJA CALIFORNIA SUR","LA PAZ","BOCA DE ALAMO",2017,4,2017-04-18,2017-04-15,2017-04-17,"0305006546","BOCA DEL ALAMO S.P.R. DE R.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","guachinango","Lutjanus Spp","demersal marine fishes",2305,2305,2305,80675
"SINALOA","ESCUINAPA","PLAYA DE TEACAPAN",2023,3,2023-03-08,2023-03-08,2023-03-08,"2504001161","JOSE TRINIDAD IBARRA PEREZ","0000000_",NA,"small_scale","no","possibly aquaculture","freshwater or marine: small-scale capture","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",300,300,300,3000
"SINALOA","MAZATLAN","NO CONSIDERADO",2001,10,2001-10-11,2001-01-01,2001-01-01,"2508010184","PESQUERA NOEMISADE CV","00054510","DOÑA LUZ",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRITO ENT. FCO.","BURRITO","burrito",NA,"demersal marine fishes",178,178,178,1068
