"year","OHI_region_est","estimated_genus_name","annual_Catch_kg","n_landings_records","mean_Catch_2018.22_kg","n.years_Catch_2018.22","status_adjusted","control_adjusted","carta_provenance","Year_of_Recommendation","n_species","n_species_original","carta_recommendation_source","catch_vs_reference_expectation","Stock_Status"
2020,"region_6","lutjanus",195946.2,344,134029.77,5,"maximally harvested","no increase","genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,8,8,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.68401311176231
2021,"region_6","lutjanus",214408,372,134029.77,5,"maximally harvested","no increase","genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,8,8,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.625115527405694
2022,"region_6","lutjanus",139266.05,361,134029.77,5,"maximally harvested","no increase","genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,8,8,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2023,"region_6","lutjanus",126097,361,134029.77,5,"maximally harvested","no increase","genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,8,8,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2024,"region_6","lutjanus",98881.051,285,134029.77,5,"maximally harvested","no increase","genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,8,8,"genus aggregation; mode across 8 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2018,"region_6","megapitaria",16470,85,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2019,"region_6","megapitaria",15226,162,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2020,"region_6","megapitaria",16348,112,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2021,"region_6","megapitaria",47018,225,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.658654132459909
2022,"region_6","megapitaria",59781,178,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.51803415801007
2023,"region_6","megapitaria",28639,205,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2024,"region_6","megapitaria",10372,85,30968.6,5,"maximally harvested","no increase","genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2023,2,0,"genus aggregation; mode across 0 original and 2 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2018,"region_6","merluccius",7269,9,15260.32,5,"maximally harvested","no increase","genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2022,1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2019,"region_6","merluccius",18600,14,15260.32,5,"maximally harvested","no increase","genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2022,1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.820447311827957
2020,"region_6","merluccius",10667.4,17,15260.32,5,"maximally harvested","no increase","genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2022,1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
2021,"region_6","merluccius",34269.6,37,15260.32,5,"maximally harvested","no increase","genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2022,1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",0.445301958587203
2022,"region_6","merluccius",5495.6,15,15260.32,5,"maximally harvested","no increase","genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)",2022,1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",1
