"year","Stock","total_biomass_kg","total_revenue","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name"
2018,"Mycteroperca",668331.25,27253484.25,"Demersal marine fishes","CABRILLA","Serranidae"
2019,"Mycteroperca",2425031.48,158623320,"Demersal marine fishes","CABRILLA","Serranidae"
2020,"Mycteroperca",915405.8,42482234,"Demersal marine fishes","CABRILLA","Serranidae"
2021,"Mycteroperca",1161390.85,51954173.64,"Demersal marine fishes","CABRILLA","Serranidae"
2022,"Mycteroperca",1112037.25,57058612,"Demersal marine fishes","CABRILLA","Serranidae"
2023,"Mycteroperca",1201306,63475102,"Demersal marine fishes","CABRILLA","Serranidae"
2024,"Mycteroperca",1011792.774,54064536.05,"Demersal marine fishes","CABRILLA","Serranidae"
2007,"Nasolamia",775.25,13050,"Sharks","TIBURON","Carcharhinidae"
2009,"Nasolamia",850,10980,"Sharks","TIBURON","Carcharhinidae"
2010,"Nasolamia",38.75,775,"Sharks","TIBURON","Carcharhinidae"
2011,"Nasolamia",2375,41600,"Sharks","TIBURON","Carcharhinidae"
2012,"Nasolamia",3400,32640,"Sharks","TIBURON","Carcharhinidae"
2013,"Nasolamia",29423.25,402147,"Sharks","TIBURON","Carcharhinidae"
2014,"Nasolamia",32920.25,542277,"Sharks","TIBURON","Carcharhinidae"
2015,"Nasolamia",45899.65,615706,"Sharks","TIBURON","Carcharhinidae"
2016,"Nasolamia",63301.15,854304,"Sharks","TIBURON","Carcharhinidae"
2017,"Nasolamia",69152.5,986001,"Sharks","TIBURON","Carcharhinidae"
2018,"Nasolamia",68311.25,1130600,"Sharks","TIBURON","Carcharhinidae"
2019,"Nasolamia",68931.25,1468755,"Sharks","TIBURON","Carcharhinidae"
2020,"Nasolamia",32813.25,993600,"Sharks","TIBURON","Carcharhinidae"
2021,"Nasolamia",56642.5,1689025,"Sharks","TIBURON","Carcharhinidae"
2022,"Nasolamia",23594.5,531635,"Sharks","TIBURON","Carcharhinidae"
2023,"Nasolamia",24404,502820,"Sharks","TIBURON","Carcharhinidae"
2024,"Nasolamia",31663.75,645548,"Sharks","TIBURON","Carcharhinidae"
2000,"Nematistius",698.4,3776,"Demersal marine fishes","OTRAS","Nematistiidae"
2001,"Nematistius",1534.1,6908,"Demersal marine fishes","OTRAS","Nematistiidae"
2002,"Nematistius",531.9,4841,"Demersal marine fishes","OTRAS","Nematistiidae"
2003,"Nematistius",421.5,3835,"Demersal marine fishes","OTRAS","Nematistiidae"
2004,"Nematistius",99,1440,"Demersal marine fishes","OTRAS","Nematistiidae"
2005,"Nematistius",35,70,"Demersal marine fishes","OTRAS","Nematistiidae"
2006,"Nematistius",123,1692,"Demersal marine fishes","OTRAS","Nematistiidae"
2007,"Nematistius",650,3751,"Demersal marine fishes","OTRAS","Nematistiidae"
2008,"Nematistius",386.3,3228,"Demersal marine fishes","OTRAS","Nematistiidae"
2009,"Nematistius",1168.7,13494,"Demersal marine fishes","OTRAS","Nematistiidae"
2010,"Nematistius",751.3,12915,"Demersal marine fishes","OTRAS","Nematistiidae"
2011,"Nematistius",7325.7,53260,"Demersal marine fishes","OTRAS","Nematistiidae"
2012,"Nematistius",4336.7,56169,"Demersal marine fishes","OTRAS","Nematistiidae"
2013,"Nematistius",654,6544,"Demersal marine fishes","OTRAS","Nematistiidae"
2014,"Nematistius",8306,80659,"Demersal marine fishes","OTRAS","Nematistiidae"
2015,"Nematistius",18332,204774,"Demersal marine fishes","OTRAS","Nematistiidae"
2016,"Nematistius",24151,286895,"Demersal marine fishes","OTRAS","Nematistiidae"
2017,"Nematistius",9961,109490,"Demersal marine fishes","OTRAS","Nematistiidae"
2018,"Nematistius",5170,38060,"Demersal marine fishes","OTRAS","Nematistiidae"
2019,"Nematistius",6818.5,63080,"Demersal marine fishes","OTRAS","Nematistiidae"
2020,"Nematistius",7313.5,84980,"Demersal marine fishes","OTRAS","Nematistiidae"
2021,"Nematistius",8841.1,104125,"Demersal marine fishes","OTRAS","Nematistiidae"
2022,"Nematistius",2372,26454,"Demersal marine fishes","OTRAS","Nematistiidae"
2023,"Nematistius",1871,50811,"Demersal marine fishes","OTRAS","Nematistiidae"
2024,"Nematistius",2762,36840,"Demersal marine fishes","OTRAS","Nematistiidae"
2000,"Nicholsina",4823,54119,"Demersal marine fishes","OTRAS","Scaridae"
2001,"Nicholsina",4005,59713,"Demersal marine fishes","OTRAS","Scaridae"
2002,"Nicholsina",1861,26940,"Demersal marine fishes","OTRAS","Scaridae"
2003,"Nicholsina",10045.6,259515,"Demersal marine fishes","OTRAS","Scaridae"
2004,"Nicholsina",16566.2,374335,"Demersal marine fishes","OTRAS","Scaridae"
2005,"Nicholsina",1326.8,16292,"Demersal marine fishes","OTRAS","Scaridae"
2006,"Nicholsina",415,6670,"Demersal marine fishes","OTRAS","Scaridae"
2007,"Nicholsina",236.5,3240,"Demersal marine fishes","OTRAS","Scaridae"
2008,"Nicholsina",1606,14006,"Demersal marine fishes","OTRAS","Scaridae"
2009,"Nicholsina",2340.9,25240,"Demersal marine fishes","OTRAS","Scaridae"
2010,"Nicholsina",499.9,5521,"Demersal marine fishes","OTRAS","Scaridae"
2011,"Nicholsina",62507.5,205169,"Demersal marine fishes","OTRAS","Scaridae"
2012,"Nicholsina",2757.6,25328,"Demersal marine fishes","OTRAS","Scaridae"
2013,"Nicholsina",251,5242,"Demersal marine fishes","OTRAS","Scaridae"
2014,"Nicholsina",1809,31640,"Demersal marine fishes","OTRAS","Scaridae"
2015,"Nicholsina",1546,57750,"Demersal marine fishes","OTRAS","Scaridae"
2016,"Nicholsina",692,25840,"Demersal marine fishes","OTRAS","Scaridae"
2017,"Nicholsina",158,2248,"Demersal marine fishes","OTRAS","Scaridae"
2018,"Nicholsina",704.1,9310,"Demersal marine fishes","OTRAS","Scaridae"
2019,"Nicholsina",158,2220,"Demersal marine fishes","OTRAS","Scaridae"
2020,"Nicholsina",1171.9,23640,"Demersal marine fishes","OTRAS","Scaridae"
2021,"Nicholsina",583,10583,"Demersal marine fishes","OTRAS","Scaridae"
2022,"Nicholsina",892.1,18873,"Demersal marine fishes","OTRAS","Scaridae"
2023,"Nicholsina",7749,268960,"Demersal marine fishes","OTRAS","Scaridae"
2024,"Nicholsina",391,10635,"Demersal marine fishes","OTRAS","Scaridae"
2000,"Oligoplites",339,1897,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2001,"Oligoplites",204,766,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2002,"Oligoplites",1183.2,4760,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2004,"Oligoplites",500,1000,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2006,"Oligoplites",50,300,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2007,"Oligoplites",463,1795,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2008,"Oligoplites",270,1320,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2009,"Oligoplites",2130,13960,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2010,"Oligoplites",960,6180,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2011,"Oligoplites",3510,19980,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2012,"Oligoplites",19535,122045,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2013,"Oligoplites",18100,127050,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2014,"Oligoplites",18020,126400,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2015,"Oligoplites",22570,138200,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2016,"Oligoplites",11885,84110,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2017,"Oligoplites",4600,47505,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2018,"Oligoplites",748128.16,1328322,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2019,"Oligoplites",968059.92,2254887,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2020,"Oligoplites",846747.52,1227033,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2021,"Oligoplites",906294.96,2646066,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2022,"Oligoplites",977357.48,3980626.25,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2023,"Oligoplites",905,9050,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2024,"Oligoplites",1990,19900,"Anchovy & Sardine (small pelagics)","SARDINA","Carangidae"
2000,"Opisthonema",52185085.88,11840604,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2001,"Opisthonema",44310481.56,5371050,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2003,"Opisthonema",149525466.24,21288066,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2004,"Opisthonema",127385887.2,66219422,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2005,"Opisthonema",164187880.16,799544692,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2006,"Opisthonema",145811011.68,634368171,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2007,"Opisthonema",192327522.08,827091400,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2008,"Opisthonema",103503767.76,80914886,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2009,"Opisthonema",154945830.72,120852721,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2010,"Opisthonema",200878732.36,677564588,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2011,"Opisthonema",194494932.2,163719940,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2012,"Opisthonema",132460326.92,104591796,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2013,"Opisthonema",220482458.6,161808983,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2014,"Opisthonema",225600754.44,232564823.4,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2015,"Opisthonema",164653409.62,217857252.505,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2016,"Opisthonema",168926062.56,181271396.45,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2017,"Opisthonema",155052580.88,163569662.675,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2018,"Opisthonema",142296119.46,745294565,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2019,"Opisthonema",202506460.6,361821831,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2020,"Opisthonema",168548647.28,305595347,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2021,"Opisthonema",171821495.64,425572127,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2022,"Opisthonema",211423765.72,494413003.65,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2023,"Opisthonema",200706537,483938894,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2024,"Opisthonema",234375650.0836,2013290596.496,"Anchovy & Sardine (small pelagics)","SARDINA","Clupeidae"
2000,"Orthopristis",29854,158542,"Demersal marine fishes","OTRAS","Haemulidae"
2001,"Orthopristis",44721,169825,"Demersal marine fishes","OTRAS","Haemulidae"
2002,"Orthopristis",46112,191635,"Demersal marine fishes","OTRAS","Haemulidae"
2003,"Orthopristis",35378,147639,"Demersal marine fishes","OTRAS","Haemulidae"
2004,"Orthopristis",31089,129771,"Demersal marine fishes","OTRAS","Haemulidae"
2005,"Orthopristis",16266,77957,"Demersal marine fishes","OTRAS","Haemulidae"
2006,"Orthopristis",22996,142144,"Demersal marine fishes","OTRAS","Haemulidae"
2007,"Orthopristis",29559,177651.5,"Demersal marine fishes","OTRAS","Haemulidae"
2008,"Orthopristis",14832,93770,"Demersal marine fishes","OTRAS","Haemulidae"
2009,"Orthopristis",4771,28774,"Demersal marine fishes","OTRAS","Haemulidae"
2010,"Orthopristis",6908,42350,"Demersal marine fishes","OTRAS","Haemulidae"
2011,"Orthopristis",7426.75,54269,"Demersal marine fishes","OTRAS","Haemulidae"
2012,"Orthopristis",18612,149204,"Demersal marine fishes","OTRAS","Haemulidae"
2013,"Orthopristis",29686,208559,"Demersal marine fishes","OTRAS","Haemulidae"
2014,"Orthopristis",53083,448639.5,"Demersal marine fishes","OTRAS","Haemulidae"
2015,"Orthopristis",26831.5,255289,"Demersal marine fishes","OTRAS","Haemulidae"
2016,"Orthopristis",19852,159647,"Demersal marine fishes","OTRAS","Haemulidae"
2017,"Orthopristis",18031,152042,"Demersal marine fishes","OTRAS","Haemulidae"
2018,"Orthopristis",50717,402202,"Demersal marine fishes","OTRAS","Haemulidae"
2019,"Orthopristis",47217,430445,"Demersal marine fishes","OTRAS","Haemulidae"
2020,"Orthopristis",102802,939068,"Demersal marine fishes","OTRAS","Haemulidae"
2021,"Orthopristis",125155,1350696,"Demersal marine fishes","OTRAS","Haemulidae"
2022,"Orthopristis",71499,908759,"Demersal marine fishes","OTRAS","Haemulidae"
2023,"Orthopristis",66553,690998,"Demersal marine fishes","OTRAS","Haemulidae"
2024,"Orthopristis",111531,972929,"Demersal marine fishes","OTRAS","Haemulidae"
2005,"Panopea",1633.44,81672,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2009,"Panopea",96113,1814500,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2010,"Panopea",1137234,27338831,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2011,"Panopea",1261919,28783398,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2012,"Panopea",1684293.01,57372908.2,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2013,"Panopea",2117107,73887838,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2014,"Panopea",2429061.92,77153944.48,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2015,"Panopea",1544185.7,49043883.19,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2016,"Panopea",1613381.83,44493560.2635,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2017,"Panopea",821566.52,26746277.15,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2018,"Panopea",1225884,42843652.66,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2019,"Panopea",1489128,53740840.92,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2020,"Panopea",1833176,54946976.62,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2021,"Panopea",1944951,62293764.31,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2022,"Panopea",1928645,80884840.88,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2023,"Panopea",2087752,82640047,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2024,"Panopea",1616018.15,52552227.25,"Molluscs excl. Cephalopods","ALMEJA","Hiatellidae"
2000,"Panulirus",1973829,97400766,"Crustaceans","LANGOSTA","Palinuridae"
2001,"Panulirus",1665550,91944135,"Crustaceans","LANGOSTA","Palinuridae"
2002,"Panulirus",1818268,95737217,"Crustaceans","LANGOSTA","Palinuridae"
2003,"Panulirus",2026261,124379853,"Crustaceans","LANGOSTA","Palinuridae"
2004,"Panulirus",1617026,123661981,"Crustaceans","LANGOSTA","Palinuridae"
2005,"Panulirus",225683,20557462,"Crustaceans","LANGOSTA","Palinuridae"
2006,"Panulirus",149144.5,11024502,"Crustaceans","LANGOSTA","Palinuridae"
2007,"Panulirus",145990,13784068,"Crustaceans","LANGOSTA","Palinuridae"
2008,"Panulirus",143567,16994684,"Crustaceans","LANGOSTA","Palinuridae"
2009,"Panulirus",92415,10774764,"Crustaceans","LANGOSTA","Palinuridae"
2010,"Panulirus",169506,20842238,"Crustaceans","LANGOSTA","Palinuridae"
2011,"Panulirus",287228,44440679,"Crustaceans","LANGOSTA","Palinuridae"
2012,"Panulirus",218920,29346460,"Crustaceans","LANGOSTA","Palinuridae"
2013,"Panulirus",209477,29417285,"Crustaceans","LANGOSTA","Palinuridae"
2014,"Panulirus",135765.9,20754199,"Crustaceans","LANGOSTA","Palinuridae"
2015,"Panulirus",162764.4,26380242.5,"Crustaceans","LANGOSTA","Palinuridae"
2016,"Panulirus",214173.8,42125835.5,"Crustaceans","LANGOSTA","Palinuridae"
2017,"Panulirus",288747.86,67454714.2,"Crustaceans","LANGOSTA","Palinuridae"
2018,"Panulirus",288924.6,71732479,"Crustaceans","LANGOSTA","Palinuridae"
2019,"Panulirus",325724.9,79324896,"Crustaceans","LANGOSTA","Palinuridae"
2020,"Panulirus",237444.3,81943763,"Crustaceans","LANGOSTA","Palinuridae"
2021,"Panulirus",185713,45386890,"Crustaceans","LANGOSTA","Palinuridae"
2022,"Panulirus",211767,59668549,"Crustaceans","LANGOSTA","Palinuridae"
2023,"Panulirus",198010,55875115,"Crustaceans","LANGOSTA","Palinuridae"
2024,"Panulirus",184638.3,50964791,"Crustaceans","LANGOSTA","Palinuridae"
2000,"Paralabrax",4242975.4,14987789,"Demersal marine fishes","CABRILLA","Serranidae"
2001,"Paralabrax",3298968.3,13141424,"Demersal marine fishes","CABRILLA","Serranidae"
2002,"Paralabrax",4241628.9,16062976,"Demersal marine fishes","CABRILLA","Serranidae"
2003,"Paralabrax",5011745.8,19935602,"Demersal marine fishes","CABRILLA","Serranidae"
2004,"Paralabrax",5056915.4,20045268,"Demersal marine fishes","CABRILLA","Serranidae"
2005,"Paralabrax",594004.1,4770559,"Demersal marine fishes","CABRILLA","Serranidae"
2006,"Paralabrax",481420.4,3807606,"Demersal marine fishes","CABRILLA","Serranidae"
2007,"Paralabrax",706184.3,5317989.5,"Demersal marine fishes","CABRILLA","Serranidae"
2008,"Paralabrax",498223.1,4387323,"Demersal marine fishes","CABRILLA","Serranidae"
2009,"Paralabrax",733834.5,6610841,"Demersal marine fishes","CABRILLA","Serranidae"
2010,"Paralabrax",841073.3,6393551,"Demersal marine fishes","CABRILLA","Serranidae"
2011,"Paralabrax",718182.1,6348092,"Demersal marine fishes","CABRILLA","Serranidae"
2012,"Paralabrax",893499.8,7286299,"Demersal marine fishes","CABRILLA","Serranidae"
2013,"Paralabrax",652309.5,6945740,"Demersal marine fishes","CABRILLA","Serranidae"
2014,"Paralabrax",851542.65,10008055.5,"Demersal marine fishes","CABRILLA","Serranidae"
2015,"Paralabrax",924751.04,13322303.3,"Demersal marine fishes","CABRILLA","Serranidae"
2016,"Paralabrax",964075.46,14022289.36,"Demersal marine fishes","CABRILLA","Serranidae"
2017,"Paralabrax",903322,15393134.8,"Demersal marine fishes","CABRILLA","Serranidae"
2018,"Paralabrax",862352.4,15981040.1,"Demersal marine fishes","CABRILLA","Serranidae"
2019,"Paralabrax",1327692.35,24835405,"Demersal marine fishes","CABRILLA","Serranidae"
2020,"Paralabrax",1509984.8,29013793.1,"Demersal marine fishes","CABRILLA","Serranidae"
2021,"Paralabrax",1712477.7,32996265,"Demersal marine fishes","CABRILLA","Serranidae"
2022,"Paralabrax",1669730.7,33048973,"Demersal marine fishes","CABRILLA","Serranidae"
2023,"Paralabrax",1761074,38046108,"Demersal marine fishes","CABRILLA","Serranidae"
2024,"Paralabrax",1896787.56,39393705.5,"Demersal marine fishes","CABRILLA","Serranidae"
2000,"Paranthias",1560,17832,"Demersal marine fishes","OTRAS","Serranidae"
2001,"Paranthias",1919,20787,"Demersal marine fishes","OTRAS","Serranidae"
2002,"Paranthias",1121,12954,"Demersal marine fishes","OTRAS","Serranidae"
2003,"Paranthias",2489,24965,"Demersal marine fishes","OTRAS","Serranidae"
2004,"Paranthias",2758,30025,"Demersal marine fishes","OTRAS","Serranidae"
2005,"Paranthias",930,16020,"Demersal marine fishes","OTRAS","Serranidae"
2006,"Paranthias",770,13140,"Demersal marine fishes","OTRAS","Serranidae"
2009,"Paranthias",474,8340,"Demersal marine fishes","OTRAS","Serranidae"
2010,"Paranthias",1009,19515,"Demersal marine fishes","OTRAS","Serranidae"
2011,"Paranthias",626,23070,"Demersal marine fishes","OTRAS","Serranidae"
2012,"Paranthias",740,19400,"Demersal marine fishes","OTRAS","Serranidae"
2013,"Paranthias",799,35480,"Demersal marine fishes","OTRAS","Serranidae"
2014,"Paranthias",2033.3,48015,"Demersal marine fishes","OTRAS","Serranidae"
2015,"Paranthias",4732,114922,"Demersal marine fishes","OTRAS","Serranidae"
2016,"Paranthias",14865.6,256651,"Demersal marine fishes","OTRAS","Serranidae"
2017,"Paranthias",25094,545800,"Demersal marine fishes","OTRAS","Serranidae"
2018,"Paranthias",46728.2,965908,"Demersal marine fishes","OTRAS","Serranidae"
2019,"Paranthias",56498.6,859915,"Demersal marine fishes","OTRAS","Serranidae"
2020,"Paranthias",56635.8,885139,"Demersal marine fishes","OTRAS","Serranidae"
2021,"Paranthias",140847.8,2237494,"Demersal marine fishes","OTRAS","Serranidae"
2022,"Paranthias",16386.3,242061,"Demersal marine fishes","OTRAS","Serranidae"
2023,"Paranthias",6112,107899,"Demersal marine fishes","OTRAS","Serranidae"
2024,"Paranthias",5811.35,128202,"Demersal marine fishes","OTRAS","Serranidae"
2000,"Parapsettus",2142,10710,"Demersal marine fishes","OTRAS","Ephippidae"
2001,"Parapsettus",1744,8720,"Demersal marine fishes","OTRAS","Ephippidae"
2002,"Parapsettus",890,4450,"Demersal marine fishes","OTRAS","Ephippidae"
2003,"Parapsettus",1352,6760,"Demersal marine fishes","OTRAS","Ephippidae"
2004,"Parapsettus",15104,73920,"Demersal marine fishes","OTRAS","Ephippidae"
2005,"Parapsettus",18677,93385,"Demersal marine fishes","OTRAS","Ephippidae"
2006,"Parapsettus",9732,50160,"Demersal marine fishes","OTRAS","Ephippidae"
2007,"Parapsettus",841,4439,"Demersal marine fishes","OTRAS","Ephippidae"
2008,"Parapsettus",5150,61469,"Demersal marine fishes","OTRAS","Ephippidae"
2009,"Parapsettus",8337,96650,"Demersal marine fishes","OTRAS","Ephippidae"
2010,"Parapsettus",2621,35022,"Demersal marine fishes","OTRAS","Ephippidae"
