"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,7,"SONORA","HUATABAMPO","BAHIA BACHOCO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",4000,4000,4000,60000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,9,"SINALOA","GUASAVE","EL PERIHUETE","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",420,462,462,21000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"NAYARIT","TUXPAN","EMBARCADERO SAN MIGUEL","ROBALO DESV. FCO.","ROBALO",NA,"DESV","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",110,121,121,6600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,8,"SINALOA","LA REFORMA","LA REFORMA","RAYA FILETE DE FCO.","RAYA",NA,"FILETE DE","FCO",NA,NA,NA,"nei","nei","NEI","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",1000,2000,2000,50000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SINALOA","GUASAVE","EL HUITUSSI","CAMARON CAFE ENT. FCO.","CAMARON CAFE",NA,"ENT","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",780,780,780,50700,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","LOS MOCHIS","TOPOLOBAMPO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",150,240,240,12000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,9,"SONORA","HUATABAMPO","BAHIA AGIABAMPO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1000,1600,1600,90000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,12,"NAYARIT","SANTIAGO IXCUINTLA","BOCA CAMICHIN","CHIHUIL ENT. FCO.","CHIHUIL",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Ariidae","BANDERA","BANDERA","Demersal marine fishes",300,300,300,6000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"SINALOA","MAZATLAN","PLAYA SUR","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",33,33,33,330,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",1140,1254,1254,6840,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,2,"SINALOA","MAZATLAN","PUENTE JUAREZ","ROBALO ENT. FCO.","ROBALO",NA,"ENT","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",60,60,60,3900,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","BERRUGATA ENT. FCA.","BERRUGATA",NA,"ENT","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",250,250,250,2500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","PUERTO PENASCO","PUERTO PENASCO","COCHI DESV. Y DESC. FCO.","COCHI",NA,"DESV","DESC","FCO",NA,NA,"balistes polylepis","balistes","Balistidae","OTRAS","OTRAS","Demersal marine fishes",744,930,930,8928,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,6,"NAYARIT","TUXPAN","CHIRIMOYO, EL","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",121,133.1,133.1,9680,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"SINALOA","CULIACAN","CORTINA LA PRESA ADOLFO LOPEZ MATEOS","BAGRE DE AGUA DULCE DESV. FCO.","BAGRE",NA,"DE AGUA DULCE","DESV","FCO",NA,NA,"nei","nei","Ictaluridae","BAGRE","BAGRE","Marine or freshwater fishes NEI",493.5,542.85,542.85,8389.5,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"BAJA CALIFORNIA SUR","CD. CONSTITUCION","TEMBABICHE","LUNAREJO ENT. FCO.","LUNAREJO",NA,"ENT","FCO",NA,NA,NA,"lutjanus guttatus","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",6,6,6,360,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,3,"NAYARIT","SAN BLAS","BOCA DEL ASADERO","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",250,250,250,7500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"SINALOA","NAVOLATO",NA,"ALMEJA PATA DE MULA DE CULTIVO ENT FCA","ALMEJA PATA MULA",NA,"DE CULTIVO","ENT","FCA",NA,NA,"unknown",NA,NA,"ALMEJA","ALMEJA","Molluscs excl. Cephalopods",2000,2000,2000,20000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SINALOA","LOS MOCHIS","LAS LAJITAS","MANTA ALETA DE FCA.","MANTA",NA,"ALETA DE","FCA",NA,NA,NA,"hypanus dipterurus","hypanus","Dasyatidae","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",300,600,600,3000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"NAYARIT","PENITA JALTEMBA","PLAYA LA PENITA JALTEMBA","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",100,100,100,4000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","CHIHUIL DESV. FCO.","CHIHUIL",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Ariidae","BANDERA","BANDERA","Demersal marine fishes",1500,1650,1650,12000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,8,"SINALOA","NAVOLATO",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",4000,4000,4000,280000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SONORA","BAHIA KINO","BAHIA KINO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",600,600,600,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,2,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","SARANGOLA ENT. FCA.","SARANGOLA",NA,"ENT","FCA",NA,NA,NA,"microlepidotus brevipinnis","microlepidotus","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",195,195,195,4875,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,6,"SINALOA","LA REFORMA","LA REFORMA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",3000,3000,3000,90000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"BAJA CALIFORNIA","BAHIA LOS ANGELES","BAHIA LOS ANGELES","ALMEJA GENEROSA ENT. FCA.","ALMEJA GENEROSA",NA,"ENT","FCA",NA,NA,NA,"panopea generosa","panopea","Hiatellidae","ALMEJA","ALMEJA","Molluscs excl. Cephalopods",1384,1384,1384,138400,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,4,"NAYARIT","TUXPAN","EMBARCADERO PERICOS","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",200,220,220,10000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,7,"SINALOA","ESCUINAPA","ALTA MAR","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",200,200,200,2000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"NAYARIT","TECUALA","CONCHAS, LAS","TILAPIA ENT. FCA.","TILAPIA",NA,"ENT","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",730,730,730,10950,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"SINALOA","CULIACAN","LA ARENITAS","CAMARON AZUL ENT. FCO.","CAMARON AZUL",NA,"ENT","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1000,1000,1000,60000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SONORA","GUAYMAS","EL MERO","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",4000,4000,4000,80000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,6,"SINALOA","MAZATLAN","ISLA LA PIEDRA","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",145,145,145,3335,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,6,"NAYARIT","TECUALA","PLAYA NOVILLERO","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",255,255,255,1275,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,3,"SINALOA","LA REFORMA","LA REFORMA","BAQUETA DESV. FCA.","BAQUETA",NA,"DESV","FCA",NA,NA,NA,"hyporthodus acanthistius","hyporthodus","Serranidae","BAQUETA","MERO","Demersal marine fishes",230,253,253,11500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"NAYARIT","TUXPAN","PUENTE, EL","CHIHUIL FILETE DE FCO.","CHIHUIL",NA,"FILETE DE","FCO",NA,NA,NA,"nei","nei","Ariidae","BANDERA","BANDERA","Demersal marine fishes",78,156,156,2184,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"SINALOA","ESCUINAPA","PUNTA GRANO","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",120,132,132,3000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SONORA","CD. OBREGON","PAREDONCITO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",500,800,800,60000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","LENGUADO DESV. FCO.","LENGUADO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",600,660,660,30000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,7,"SINALOA","LA REFORMA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",8720,8720,8720,762825.6,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,11,"BAJA CALIFORNIA","BAHIA LOS ANGELES","BAHIA LOS ANGELES","CAZON DESV. Y DESC. FCO. (RHIZOPRIONODON LONGURIO)","CAZON (RHIZOPRIONODON LONGURIO)","Rhizoprionodon Longurio","DESV","DESC","FCO",NA,NA,"rhizoprionodon longurio","rhizoprionodon","NEI","CAZON","CAZON","Sharks",67,83.75,83.75,1675,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,8,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",110,121,121,2750,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,6,"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN BRUNO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",76,76,76,3800,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_3","Baja_California_Sur_North"
2020,8,"SINALOA","CULIACAN","LA PERLA","PARGO ENT. FCO.","PARGO",NA,"ENT","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",50,50,50,2000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SONORA","PUERTO PENASCO","REC PORTUARIO","BAYA DESV. FCA.","BAYA",NA,"DESV","FCA",NA,NA,NA,"mycteroperca jordani","mycteroperca","Serranidae","OTRAS","OTRAS","Demersal marine fishes",40,44,44,1000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,4,"SINALOA","GUASAVE","GUSTAVO DIAZ ORDAZ","BAGRE DESV. FCO.","BAGRE",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Ictaluridae","BAGRE","BAGRE","Marine or freshwater fishes NEI",10,11,11,200,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","GUAYMAS","LAS PLAYITAS","PARGO ENT. FCO.","PARGO",NA,"ENT","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",600,600,600,36000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,9,"NAYARIT","TEPIC","LA CORTINA","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",1986,2184.6,2184.6,33762,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
