common_name,species,species_synonym
CHIHUIL,Notarius kessleri,Galeichthys insculptus 
CHIHUIL,Notarius kessleri,Tachisurus insculptus 
CHIHUIL,Notarius kessleri,Netuma insculpta 
CHIHUIL,Notarius kessleri,Netuma kessleri 
CHIHUIL,Notarius kessleri,Netuma elattura 
CHIHUIL,Notarius planiceps,Ariopsis planiceps 
CHIHUIL,Notarius planiceps,Arius planiceps 
CHIHUIL,Notarius planiceps,Netuma planiceps 
CHIHUIL,Notarius planiceps,Tachisurus planiceps 
CHIHUIL,Notarius planiceps,Galeichthys planiceps 
CHIHUIL,Occidentarius platypogon,Hexanematichthys platypogon 
CHIHUIL,Occidentarius platypogon,Ariopsis platypogon 
CHIHUIL,Occidentarius platypogon,Arius platypogon 
CHIHUIL,Occidentarius platypogon,Netuma mazatlana 
CHIHUIL,Occidentarius platypogon,Netuma platypogon 
CHIHUIL,Occidentarius platypogon,Tachisurus platypogon 
CHIHUIL,Occidentarius platypogon,Galeichthys platypogon 
CHIHUIL,Ariopsis seemanni,Hexanematichthys seemanni 
CHIHUIL,Ariopsis seemanni,Arius seemanni 
CHIHUIL,Ariopsis seemanni,Hexanematichthys simonsi 
CHIHUIL,Ariopsis seemanni,Hexanematichthys jordani 
CHIHUIL,Ariopsis seemanni,Galeichthys eigenmanni 
CHIHUIL,Ariopsis seemanni,Galeichthys gilberti 
CHIHUIL,Ariopsis seemanni,Galeichthys seemanni 
CHIHUIL,Ariopsis seemanni,Galeichthys jordani 
CHIHUIL,Ariopsis seemanni,Galeichthys simonsi 
CHIHUIL,Ariopsis seemanni,Tachisurus seemanni 
CHIHUIL,Ariopsis seemanni,Tachysurus eigenmanni 
CHIHUIL,Ariopsis seemanni,Tachisurus jordani 
CHIHUIL,Ariopsis seemanni,Arius assimilis 
CHIHUIL,Ariopsis seemanni,Sciades seemanni 
CHIHUIL,Bagre panamensis,Aelurichthys nuchalis 
CHIHUIL,Bagre panamensis,Aelurichthys panamensis 
CHIHUIL,Bagre panamensis,Aelurichthys scutatus 
CHIHUIL,Bagre panamensis,Ailurichthys panamensis 
CHIHUIL,Bagre panamensis,Anemanotus panamensis 
CHIHUIL,Bagre panamensis,Felichthys panamensis 
CHILE,Albula vulpes,Albula conorynchus
CHILE,Albula vulpes,Albula goreensis
CHILE,Albula vulpes,Albula parrae 
CHILE,Albula vulpes,Albula plumieri 
CHILE,Albula vulpes,Albula rostrata
CHILE,Albula vulpes,Albula seminuda 
CHILE,Albula vulpes,Albula virgata
CHILE,Albula vulpes,Amia immaculata 
CHILE,Albula vulpes,Atopichthys esunculus
CHILE,Albula vulpes,Atopichthys esunculus
CHILE,Albula vulpes,Engraulis sericus
CHILE,Albula vulpes,Esox vulpes
CHILE,Albula vulpes,Esunculus costai 
CHILE,Albula vulpes,Butyrinus bananus 
CHILE,Albula vulpes,Clupea brasiliensis
CHILE,Albula vulpes,Glossodus forskalii 
CHILE,Albula vulpes,Clupea macrocephala
CHILE,Albula vulpes,Engraulis bahiensis
CHILE,Albula vulpes,Esox argenteus 
CHILE,Albula vulpes,Argentina glossodonta
CHILE,Albula vulpes,Albula forsteri 
CHILE,Albula vulpes,Albula neoguinaica
CHILE,Albula vulpes,Albula argentea
CHILE,Albula vulpes,Albula glossodonta 
CHINCAB,Seriola zonata,Scomber zonatus
CHIVATO,Blennius cristatus,Scartella cristata 
CHIVATO,Blennius cristatus,Adonis cristatus 
CHIVATO,Blennius cristatus,Blennius cristatus
CHIVATO,Blennius cristatus,Scartella cristatus 
CHIVATO,Blennius cristatus,Blennius crinitus
CHIVATO,Blennius cristatus,Blennius asterias 
CHIVATO,Blennius cristatus,Blennius arboreus
CHIVATO,Blennius cristatus,Blennius pinaru
CHIVATO,Blennius cristatus,Blennius microstomus
CHIVATO,Blennius cristatus,Scartella microstoma
CHIVATO,Blennius cristatus,Blennius galerita 
CHIVATO,Mulloidichthys dentatus,Upeneus dentatus 
CHIVATO,Pseudupeneus grandisquamis,Upeneus grandisquamis
CHIVATO,Lutjanus guttatus,Mesoprion guttatus 
CHIVO,Pseudopeneus grandisquamis,NA
CHIVO,Mulloidichthys dentatus ,Upeneus dentatus 
CHIVO,Aluterus monoceros ,Aluetera monocerus
CHIVO,Aluterus monoceros ,Alutarius amphacanthoides
CHIVO,Aluterus monoceros ,Alutarius macracanthus
CHIVO,Aluterus monoceros ,Alutera cinerea 
CHIVO,Aluterus monoceros ,Alutera guntheriana
CHIVO,Aluterus monoceros ,Alutera monocera
CHIVO,Aluterus monoceros ,Alutera monoceros
CHIVO,Aluterus monoceros ,Aluteres berardi
CHIVO,Aluterus monoceros ,Aluterus anginosus
CHIVO,Aluterus monoceros ,Balistes monoceros
CHIVO,Aluterus monoceros ,Balistes serraticornis
CHIVO,Aluterus monoceros ,Monacanthus anginosus
CHIVO,Lutjanus guttatus ,Mesoprion guttatus
CHOCHO,Gnathanodon speciosus ,Scomber speciosus
CHOCHO,Gnathanodon speciosus ,Caranx speciosus
CHOCHO,Gnathanodon speciosus ,Gnathodon speciosus
CHOCHO,Gnathanodon speciosus ,Caranx cives 
CHOCHO,Gnathanodon speciosus ,Gnathonodon speciosus
CHOCHO,Gnathanodon speciosus ,Caranx panamensis
CHOCHO,Gnathanodon speciosus ,Caranx edentulus 
CHOCHO,Caranx vinctus ,Carangoides vinctus
CHOCHO,Hemicaranx leucurus ,Hemicaranx atrimanus
CHOCHO,Hemicaranx leucurus ,Caranx atrimanus
CHOCHO,Hemicaranx leucurus ,Caranx leucurus
CHOCHO,Hemicaranx zelotes ,Hemicaranx sechurae 
CHOMBA,Notarius biffi,NA
CHOMBA,Notarius osculus,Hexanematichthys osculus
CHOMBA,Notarius osculus,Arius osculus
CHOMBA,Notarius osculus,Galeichthys osculus
CHOMBA,Notarius osculus,Netuma oscula
CHOMBA,Notarius osculus,Tachisurus osculus
CHOPA,Girella nigricans,Camarina nigricans 
CHOPA,Hermosilla azurea,Hermosilla azurea 
CHOPA,Kyphosus analogus,Pimelepterus analogus 
CHOPA,Kyphosus elegans,Pimelepterus elegans 
CHOPA,Sectator ocyurus,Pimelepterus ocyurus 
CHOPA,Sectator azureus,NA  
CHOPA,Medialuna californiensis,Scorpis californiensis 
CHOPA AMARILLA,Spondyliosoma cantharus,Sparus cantharus
CHOPA AMARILLA,Spondyliosoma cantharus,Cantharus lineatus 
CHOPA AMARILLA,Spondyliosoma cantharus,Cantharus vulgaris
CHOPA AMARILLA,Spondyliosoma cantharus,Cantharus senegalensis
CHOPA AMARILLA,Spondyliosoma cantharus,Sparus lineatus
CHOPA AMARILLA,Spondyliosoma cantharus,Cantharus cantharus
CHOPA AMARILLA,Spondyliosoma cantharus,Spondyliosoma cantarus 
CHOPA ESPINA,Spondyliosoma cantharus,Sparus cantharus
CHOPA ESPINA,Spondyliosoma cantharus,Cantharus lineatus
CHOPA ESPINA,Spondyliosoma cantharus,Cantharus vulgaris
CHOPA ESPINA,Spondyliosoma cantharus,Cantharus senegalensis
CHOPA ESPINA,Spondyliosoma cantharus,Sparus lineatus
CHOPA ESPINA,Spondyliosoma cantharus,Cantharus cantharus
CHOPA ESPINA,Spondyliosoma cantharus,Spondyliosoma cantarus 
CHOPA GRIS,Kyphosus elegans,Pimelepterus elegans 
CHOPA SE,Girella nigricans,Camarina nigricans 
CHOPA SE,Hermosilla azurea,Hermosilla azurea 
CHOPA SE,Kyphosus analogus,Pimelepterus analogus 
CHOPA SE,Kyphosus elegans,Pimelepterus elegans 
CHOPA SE,Sectator ocyurus,Pimelepterus ocyurus 
CHOPA SE,Sectator azureus,NA  
CHOPA SE,Medialuna californiensis,Scorpis californiensis 
CHORO,Mytilus californianus,Mytilus canalis 
CHORO,Mytilus californianus,Mytilus californicus
CHORO,Mytilus californianus,Mytilus edulis giganteus 
CHORO,Mytilus californianus,Mytilus zonarius 
CHORO,Echinorhinus cookei,NA  
CHORO SE,Kyphosus elegans,Pimelepterus elegans 
Chuchilla,NA,NA
CHUCHO,Aetobatus narinari,Aetobatus narinari 
CHUCHO,Aetobatus narinari,Myliobatis macroptera 
CHUCHO,Aetobatus narinari,Aetobates narinari 
CHUCHO,Aetobatus narinari,Aetobatis latirostris 
CHUCHO,Aetobatus narinari,Aetobatis narinari 
CHUCHO,Aetobatus narinari,Aetomylus maculatus 
CHUCHO,Aetobatus narinari,Myliobatis eeltenkee 
CHUCHO,Aetobatus narinari,Raia quinqueaculeata 
CHUCHO,Aetobatus narinari,Raja narinari 
CHUCHO,Aetobatus narinari,Stoasodon narinari 
CHUCHO,Aetobatus narinari,Myliobatis punctatus 
CHUCHO,Aetobatus narinari,Myliobatus maculatus 
CHUCHO,Myliobatis longirostris,Myliobatis longirostris 
CHUCHO,Rhinoptera steindachneri,Rhinoptera steindachneri 
CHUCUMITE,Centropomus armatus,Centropomus armatus  
CHUCUMITE SE,Xifias velifer,Istiophorus platypterus 
Chucumo,NA,NA
CHULA,Sarda chiliensis ,Pelamys chiliensis
CHULA,Sarda orientalis ,Pelamys orientalis 
CHULA,Sarda orientalis ,Sarda velox
CHULA,Xenistius californiensis,Xenichthys californiensis 
CHULA,Xenichthys xanti ,Xenichthys xenops
CHUPALODO,Gillichthys mirabilis,NA  
CHURRA,Mugil cephalus,Mugil cephalus cephalus
CHURRA,Mugil cephalus,Mugil cephalotus 
CHURRA,Mugil cephalus,Mugil ashanteensis 
CHURRA,Mugil cephalus,Mugil gelatinosus 
CHURRA,Mugil cephalus,Mugil dobula 
CHURRA,Mugil cephalus,Mugil cephalus ashanteensis
CHURRA,Mugil cephalus,Mugil mulleri 
CHURRA,Mugil cephalus,Mugil occidentalis 
CHURRA,Mugil cephalus,Mugil vulpinus 
CHURRA,Mugil cephalus,Mugil our 
CHURRA,Mugil cephalus,Myxus pacificus 
CHURRA,Mugil cephalus,Mugil mexicanus 
CHURRA,Mugil cephalus,Mugil hypselosoma 
CHURRA,Mugil cephalus,Myxus barnardi 
CHURRA,Mugil cephalus,Myxus superficialis 
CHURRA,Mugil cephalus,Mugil chaptalii 
CHURRA,Mugil cephalus,Mugil lineatus 
CHURRA,Mugil cephalus,Mugil japonicus 
CHURRA,Mugil cephalus,Mugil albula 
CHURRA,Mugil cephalus,Mugil galapagensis 
CHURRA,Mugil cephalus,Mugil provensalis 
CINTILLA,Lutjanus argentiventris,Hypoplectrus lamprurus 
CINTILLA,Lutjanus argentiventris,Serranus lamprurus 
CINTILLA,Lutjanus argentiventris,Mesoprion argentiventris 
CINTILLA,Lutjanus argentiventris,Lutjanus lamprurus 
CINTILLA,Trichiurus lepturus,Trichurus lepturus 
CINTILLA,Trichiurus lepturus,Clupea haumela 
CINTILLA,Trichiurus lepturus,Trichiurus argenteus 
CINTILLA,Trichiurus lepturus,Trichiuris haumela 
CINTILLA,Trichiurus lepturus,Trichiurus lajor 
CINTILLA,Trichiurus lepturus,Trichyurus lepturus 
CINTILLA,Trichiurus lepturus,Trichiurus malabaricus 
CINTILLA,Trichiurus lepturus,Trichiurus nitens 
CINTILLA,Trichiurus lepturus,Trichiurus coxii 
CINTILLA,Trichiurus lepturus,Trichiurus haumela 
CINTILLA,Trichiurus nitens,Trichiurus nitens  
CIRUJANO,Acanthurus bahianus,Acanthurus tractus
CIRUJANO,Acanthurus bahianus,Acronurus nigriculus 
CIRUJANO,Acanthurus bahianus,Teuthis coeruleus
CIRUJANO,Acanthurus bahianus,Teuthis tractus
CIRUJANO,Acanthurus bahianus,Teuthis bahianus 
CIRUJANO,Acanthurus bahianus,Hepatus bahianus
CIRUJANO,Acanthurus bahianus,Acanthurus chirurgus 
COCHI,Balistes polylepis,Balistes polylepis 
COCHI,Balistes polylepis,Balistes polylepis 
COCHI,Balistes polylepis,Pseudobalistes polylepis 
COCHI SE,Balistes polylepis,Balistes polylepis 
COCHI SE,Balistes polylepis,Balistes polylepis 
COCHI SE,Balistes polylepis,Pseudobalistes polylepis 
COCHI SE,Pseudobalistes naufragium,Balistes naufragium
COCHI SE,Sufflamen verres,Balistes verres
COCHINITO,Aluterus scriptus,Osbeckia scripta
COCHINITO,Aluterus scriptus,Alutera scripta
COCHINITO,Aluterus scriptus,Balistes scriptus 
COCHINITO,Aluterus scriptus,Aleuteus scriptus 
COCHINITO,Aluterus scriptus,Alutera armata
COCHINITO,Aluterus scriptus,Alutera picturata 
COCHINITO,Aluterus scriptus,Aluteres pareva
COCHINITO,Aluterus scriptus,Aluteres personatus
COCHINITO,Aluterus scriptus,Aluteres scripta
COCHINITO,Aluterus scriptus,Aluterus renosus
COCHINITO,Aluterus scriptus,Aluterus scripta
COCHINITO,Aluterus scriptus,Aluterus venosus
COCHINITO,Aluterus scriptus,Balistes laevis
COCHINITO,Aluterus scriptus,Balistes liturosus
COCHINITO,Aluterus scriptus,Balistes ornatus
COCHINITO,Aluterus scriptus,Balistes scripta
COCHINITO,Aluterus scriptus,Monacanthus scriptus
COCHINO,Aluterus scriptus,Osbeckia scripta
COCHINO,Aluterus scriptus,Alutera scripta
COCHINO,Aluterus scriptus,Balistes scriptus 
COCHINO,Aluterus scriptus,Aleuteus scriptus 
COCHINO,Aluterus scriptus,Alutera armata
COCHINO,Aluterus scriptus,Alutera picturata 
COCHINO,Aluterus scriptus,Aluteres pareva
COCHINO,Aluterus scriptus,Aluteres personatus
COCHINO,Aluterus scriptus,Aluteres scripta
COCHINO,Aluterus scriptus,Aluterus renosus
COCHINO,Aluterus scriptus,Aluterus scripta
COCHINO,Aluterus scriptus,Aluterus venosus
COCHINO,Aluterus scriptus,Balistes laevis
COCHINO,Aluterus scriptus,Balistes liturosus
COCHINO,Aluterus scriptus,Balistes ornatus
COCHINO,Aluterus scriptus,Balistes scripta
COCHINO,Aluterus scriptus,Monacanthus scriptus
COCINERO,Halichoeres dispilus,Platyglossus dispilus 
COCINERO,Halichoeres nicholsi,Platyglossus nicholsi 
COCINERO,Halichoeres notospilus,Pseudojulis notospilus 
COCINERO,Halichoeres semicinctus,Julis semicinctus 
COCINERO,Caranx caballus,Caranx girardi 
COCINERO,Caranx caninus,Caranx hippos caninus
COCINERO,Carangoides otrynter,Carangoides ortrynter 
COCINERO,Carangoides otrynter,Caranx otrynter 
COCINERO,Carangoides otrynter,Citula dorsalis 
COCINERO,Carangoides otrynter,Carangoides dorsalis 
COCINERO,Carangoides otrynter,Caranx dorsalis 
COCINERO,Caranx vinctus,Carangoides vinctus 
COCINERO,Hemicaranx leucurus,Hemicaranx leucurus 
COCINERO,Hemicaranx leucurus,Caranx atrimanus 
COCINERO,Hemicaranx leucurus,Caranx leucurus 
COCINERO,Hemicaranx zelotes,Hemicaranx sechurae 
COCODRILO,Pseudocarcharias kamoharai,Odontaspis kamoharai
COCODRILO,Pseudocarcharias kamoharai,Carcharias yangi
COCODRILO,Pseudocarcharias kamoharai,Pseudocarcharias pelagicus 
COCODRILO,Pseudocarcharias kamoharai,Pseudocarcharias yangi 
COCODRILO,Pseudocarcharias kamoharai,Carcharias kamoharai 
COCONACO,Hoplopagrus guentherii,Deuteracanthus lonchophorus 
COCONACO,Hoplopagrus guentherii,Hoplopagrus guntheri 
COCONACO,Hoplopagrus guentherii,Hoplopagrus guentheri 
COCONACO,Hoplopagrus guentherii,Hoplopagrus guntherii 
COCUYO,Bairdiella ronchus,Bairdiella rhonchus
COCUYO,Bairdiella ronchus,Sciaena bedoti 
COCUYO,Bairdiella ronchus,Bardiella ronchus
COCUYO,Bairdiella ronchus,Corvina subequalis 
COCUYO,Bairdiella ronchus,Corvina fulgens 
COCUYO,Bairdiella ronchus,Corvina ronchus
CODORNIZ,Cheilotrema saturnum,Amblodon saturnus
CODORNIZ,Cheilotrema saturnum,Corvina jacobi 
COJINETE,NA,NA
COJINUDA,Caranx crysos,Scomber chrysos 
COJINUDA,Caranx crysos,Carangoides crysos 
COJINUDA,Caranx crysos,Paratractus crysos 
COJINUDA,Caranx crysos,Scomber crysos 
COJINUDA,Caranx crysos,Caranx fusus 
COJINUDA,Caranx crysos,Trachurus squamosus 
COJINUDA,Caranx crysos,Caranx pisquetus 
COJINUDA,Carangoides ruber,NA
COJINUDA,Scomber ruber,NA
COJINUDA,Caranx ruber,NA
COJINUDA,Carangoides bartholomaei,Caranx bartholomaei 
COLMILLON,Lutjanus jordani,Neomaensis jordani 
COLMILLON,Lutjanus novemfasciatus,Lutjanus prieto 
COLMILLON,Lutjanus novemfasciatus,Jordanichthys holei 
COLMILLON,Lutjanus novemfasciatus,Mesoprion pacificus 
CONDOR,Bagre pinnimaculatus,Aelurichthys pinnimaculatus
CONDOR,Bagre pinnimaculatus,Ailurichthys eydouxii 
CONDOR,Bagre pinnimaculatus,Galeichthys eydouxii
CONDOR,Bagre pinnimaculatus,Felichthys pinnimaculatus
CONEJO,Euthynnus alletaratus,Euthynnus quadripunctatus
CONEJO,Euthynnus alletaratus,Euthynnus thunina
CONEJO,Euthynnus alletaratus,Euthynnus thunina
CONEJO,Euthynnus alletaratus,Gymnosarda alliterata
CONEJO,Euthynnus alletaratus,Orcynus thunnina
CONEJO,Euthynnus alletaratus,Thynnus leachianus
CONEJO,Euthynnus alletaratus,Thynnus thunina
CONEJO,Euthynnus alletaratus,Scomber alletteratus
CONEJO,Euthynnus alletaratus,Gymnosarda alletterata 
CONEJO,Euthynnus alletaratus,Euthynnus allitteratus 
CONEJO,Euthynnus alletaratus,Euthynnus alletteratus alletteratus
CONEJO,Euthynnus alletaratus,Gymnosarda alleterata
CONEJO,Euthynnus alletaratus,Pelamys alleterata 
CONEJO,Euthynnus alletaratus,Euthynnus alliteratus
CONEJO,Euthynnus alletaratus,Euthinnus alletteratus 
CONEJO,Euthynnus alletaratus,Euthynnus alleteratus
CONEJO,Euthynnus alletaratus,Thynnichthys thunnina
CONEJO,Euthynnus alletaratus,Thynnichthys brevipinnis
CONEJO,Euthynnus alletaratus,Euthynnus alletteratus aurolitoralis
CONEJO,Euthynnus alletaratus,Thynnus brasiliensis
CONEJO,Euthynnus alletaratus,Thynnus brevipinnis 
CONEJO,Euthynnus alletaratus,Scomber quadripunctatus
CONSTANTINO,Centropomus pectinatus,Centropomus pedimacula
CORAL NEGRO,Antipathes caribbeana,NA
CORAL ROSA,Stylaster roseus,Stylaster roseus
CORAL ROSA,Manicina areolata,Manicina areolata mayori 
CORAL ROSA,Manicina areolata,Manicina areolata areolata
CORAL SE,Pocillopora damicornis,Pocillopora favosa
CORAL SE,Pocillopora damicornis,Pocillopora caespitosa 
CORAL SE,Pocillopora damicornis,Pocillopora brevicornis
CORAL SE,Pocillopora damicornis,Pocillopora bulbosa
CORAL SE,Porites panamensis,Porites californica
CORAL SE,Porites panamensis,Porites nodulosa 
CORAL SE,Porites panamensis,Porites porosa
CORAL SE,Pavona gigantea,NA  
CORCOVADO,Orthopristis chalseus,Pristipoma chalceum
CORNUDA,Sphyrna corona,Sphyrna corona 
CORNUDA,Sphyrna lewini,Sphyrna lewini 
CORNUDA,Sphyrna lewini,Sphyrna diplana 
CORNUDA,Sphyrna lewini,Zygaena indica 
CORNUDA,Sphyrna lewini,Zygaena malleus 
CORNUDA,Sphyrna lewini,Zygaena lewini 
CORNUDA,Sphyrna lewini,Sphyrna leweni 
CORNUDA,Sphyrna lewini,Zygaena erythraea 
CORNUDA,Sphyrna lewini,Cestracion leeuwenii 
CORNUDA,Sphyrna lewini,Cestracion oceanica 
CORNUDA,Sphyrna lewini,Sphyrna mokarran 
CORNUDA,Sphyrna lewini,Sphyrna zygaena 
CORNUDA,Sphyrna media,Sphyrna media 
CORNUDA,Sphyrna media,Sphyrna nana 
CORNUDA,Sphyrna lewini,Sphyrna mokarran 
CORNUDA,Sphyrna tiburo,Sphyrna vespertina 
CORNUDA,Sphyrna tiburo,Sphyrna tiburo tiburo
CORNUDA,Sphyrna tiburo,Squalus tiburo 
CORNUDA,Sphyrna zygaena,Sphyrna zygaena 
CORNUDA,Sphyrna zygaena,Zygaena vulgaris 
CORNUDA,Sphyrna zygaena,Spyrna zygaena 
CORNUDA,Sphyrna zygaena,Zygaena subarcuata 
CORNUDA,Sphyrna zygaena,Squalus carolinensis 
CORNUDA,Sphyrna zygaena,Sphyrna zigaena 
CORNUDA,Sphyrna zygaena,Squalus malleus 
CORNUDA,Sphyrna zygaena,Squalus zygaena 
CORNUDA,Sphyrna zygaena,Squalis pictus 
CORNUDA,Sphyrna zygaena,Sphyrna lewini 
CORNUDA,Sphyrna zygaena,Sphyrna mokarran 
CORNUDA,Sphyrna zygaena,Zygaena malleus 
CORONADO,NA,NA  
CORUCO,Cathorops aguadulce,Arius aguadulce 
CORUCO,Cathorops aguadulce,Galeichthys aguadulce
CORVINA,Argyrosomus regius,Argyrosomus procerus 
CORVINA,Argyrosomus regius,Argyrosomus regium
CORVINA,Argyrosomus regius,Perca regia 
CORVINA,Argyrosomus regius,Sciaena regius
CORVINA,Argyrosomus regius,Cheilodipterus aquila 
CORVINA,Argyrosomus regius,Perca vanloo 
CORVINA,Argyrosomus regius,Sciaena aquila 
CORVINA,Argyrosomus regius,Sciaena aquila 
CORVINA,Argyrosomus regius,Johnius hololepidotus
CORVINA ALETA AMARILLA,Cynoscion albus,Cynoscion albus 
CORVINA ALETA CORTA,Cynoscion parvipinnis,Otolithus magdalenae 
CORVINA AZUL,Cynoscion parvipinnis,Otolithus magdalenae 
CORVINA BLANCA,Menticirrhus elongatus,Menticirrhus rostratus 
CORVINA BLANCA,Menticirrhus elongatus,Umbrina elongata 
CORVINA CHATA,Elattarchus archidium,Odontoscion archidium 
CORVINA CHATA,Elattarchus archidium,Odontoscion australis 
CORVINA CHATA,Larimus acclivis,Larimus acclivis  
CORVINA CHATA,Larimus argenteus,Amblyscion argenteus 
CORVINA CHATA,Larimus effulgens,Larimus effulgens  
CORVINA CHATA,Ophioscion scierus,Ophioscion sciera 
CORVINA CHATA,Ophioscion scierus,Sciaena sciera 
CORVINA GOLFINA,Cynoscion othonopterus,Cynoscion orthonopterus 
CORVINA GOLFINA,Cynoscion othonopterus,Cynoscion othonopterum 
CORVINA GRANIZA,Cynoscion reticulatus,Otolithus reticulatus 
CORVINA PINTA,Cynoscion nebulosus,Otolithus carolinensis 
CORVINA PINTA,Cynoscion nebulosus,Otolithus nebulosus 
CORVINA PLATEADA,Cynoscion nothus,Otolithus nothus 
CORVINA PLATEADA,Cynoscion nothus,Cynoscion regalis 
CORVINA PLATEADA,Pennahia argentata,Argyrosomus argentatus 
CORVINA PLATEADA,Pennahia argentata,Sparus argentatus 
CORVINA PLATEADA,Pennahia argentata,Johnius argentatus 
CORVINA PLATEADA,Pennahia argentata,Sciaena iharae 
CORVINA PLATEADA,Pennahia argentata,Pseudosciaena schlegeli 
CORVINA PLATEADA,Pennahia argentata,Corvina argentata 
CORVINA RAYADA,Cynoscion reticulatus,Otolithus reticulatus 
CORVINA SE,Cynoscion albus,Cynoscion albus 
CORVINA SE,Cynoscion othonopterus,Cynoscion orthonopterus 
CORVINA SE,Cynoscion othonopterus,Cynoscion othonopterum 
CORVINA SE,Cynoscion nothus,Otolithus nothus 
CORVINA SE,Cynoscion nothus,Cynoscion regalis 
CORVINA SE,Pennahia argentata,Argyrosomus argentatus 
CORVINA SE,Pennahia argentata,Sparus argentatus 
CORVINA SE,Pennahia argentata,Johnius argentatus 
CORVINA SE,Pennahia argentata,Sciaena iharae 
CORVINA SE,Pennahia argentata,Pseudosciaena schlegeli 
CORVINA SE,Pennahia argentata,Corvina argentata 
CORVINA SE,Menticirrhus elongatus,Menticirrhus rostratus 
CORVINA SE,Menticirrhus elongatus,Umbrina elongata 
CORVINA SE,Cynoscion reticulatus,Otolithus reticulatus 
CORVINA SE,Cynoscion reticulatus,Otolithus reticulatus 
CORVINA SE,Cynoscion nebulosus,Otolithus carolinensis 
CORVINA SE,Cynoscion nebulosus,Otolithus nebulosus 
CORVINA SE,Cynoscion parvipinnis,Otolithus magdalenae 
CORVINA SE,Elattarchus archidium,Odontoscion archidium 
CORVINA SE,Elattarchus archidium,Odontoscion australis 
CORVINA SE,Larimus acclivis,Larimus acclivis  
CORVINA SE,Larimus argenteus,Amblyscion argenteus 
CORVINA SE,Larimus effulgens,Larimus effulgens  
CORVINA SE,Ophioscion scierus,Ophioscion sciera 
CORVINA SE,Ophioscion scierus,Sciaena sciera 
