state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,SITIO EMB DESEM GENERICO,24.99466904,-111.6135631,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,ENSENADA,SITIO EMB DESEM GENERICO,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,SAN QUINTIN,SITIO EMB DESEM GENERICO,30.56335553,-115.9532379,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,VILLA JESUS MARIA,SITIO EMB DESEM GENERICO,29.29547731,-114.5369145,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,SITIO EMB DESEM GENERICO,27.68888126,-114.7602288,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,GUADALAJARA,SITIO EMB DESEM GENERICO,20.95311483,-103.3689744,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,PUERTO LIBERTAD,SITIO EMB DESEM GENERICO,30.69028901,-111.717548,state_office,Hem's state.office key,NA,NA,NA,NA,NA,yes,NA,yes
SINALOA,LA REFORMA,SITIO EMB DESEM GENERICO,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,SITIO EMB DESEM GENERICO,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,SITIO EMB DESEM GENERICO,21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,SITIO EMB DESEM GENERICO,27.20402452,-114.085745,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,BAHIA LOS ANGELES,SITIO EMB DESEM GENERICO,29.13445317,-113.7674518,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
JALISCO,OCOTLAN,SITIO EMB DESEM GENERICO,20.93491691,-102.3410148,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,PUERTO PENASCO,SITIO EMB DESEM GENERICO,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SINALOA,GUASAVE,SITIO EMB DESEM GENERICO,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,SITIO EMB DESEM GENERICO,32.06384403,-116.6000299,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,CABO SAN LUCAS,SITIO EMB DESEM GENERICO,23.23958853,-109.853522,state_office,Hem's state.office key,land,Region_4,NA,Region_4,NA,NA,NA,NA
BAJA CALIFORNIA,ISLA CEDROS,SITIO EMB DESEM GENERICO,28.90768636,-115.1959653,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,HUATABAMPO,SITIO EMB DESEM GENERICO,26.97775279,-109.5011588,state_office,Hem's state.office key,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,SITIO EMB DESEM GENERICO,26.04328765,-111.6781733,state_office,Hem's state.office key,land,Region_4,NA,Region_4,NA,NA,NA,NA
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,SITIO EMB DESEM GENERICO,26.88159995,-113.0862862,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
NAYARIT,SANTIAGO IXCUINTLA,SITIO EMB DESEM GENERICO,21.98386651,-104.8967609,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
SINALOA,EL ROSARIO,SITIO EMB DESEM GENERICO,23.09803795,-105.8981365,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,SITIO EMB DESEM GENERICO,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,HERMOSILLO,SITIO EMB DESEM GENERICO,29.81314103,-110.5160271,state_office,Hem's state.office key,NA,NA,NA,NA,NA,yes,NA,yes
BAJA CALIFORNIA,TIJUANA,SITIO EMB DESEM GENERICO,32.36297911,-116.996653,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,BAHIA KINO,SITIO EMB DESEM GENERICO,28.80555913,-111.6789334,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,CD. OBREGON,SITIO EMB DESEM GENERICO,27.90648164,-110.8643649,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA,MEXICALI,SITIO EMB DESEM GENERICO,32.46960389,-115.1852629,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,CD. OBREGON,GUAYMAS,27.92151,-110.8915,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,PUERTO PENASCO,YAVAROS,26.70347667,-109.5205532,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,GUERRERO NEGRO,BAHIA ASUNCION,27.14090194,-114.2975581,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,SAN CARLOS,24.7661,-111.9669,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,MAZATLAN,TOPOLOBAMPO,25.59826743,-109.0497234,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,PARAJE NUEVO,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CABO SAN LUCAS,SAN CARLOS,23.24700778,-110.0061622,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,no,NA,NA,no
SONORA,NOGALES,PARAJE NUEVO,27.35315022,-110.4532303,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,ESTACION DON,PUERTO PENASCO,31.31208951,-113.5391123,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
SONORA,CABORCA,PARAJE NUEVO,29.60319476,-112.2110562,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,GUAYMAS,BAJA VENECIA,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,GUAYMAS,LAS PLAYITAS,27.8943,-110.883,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,GUAYMAS,EL RASTRO,28.001,-111.15,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,HUATABAMPO,BAHIA AGIABAMPO,26.3642,-109.146,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SINALOA,GUASAVE,ESTERO LA BOCANITA,25.549,-108.417,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,EL JITZAMURI,26.2120833,-109.2638056,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LA REFORMA,LA REFORMA,25.07438736,-108.0519363,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,CAMPO PESQUERO EL TETUAN,24.607,-107.916,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,EL CASTILLO,24.5436075,-107.7024192,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,CAMPO EL COLORADO,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,PREDIO BACHOMOBAMPO NO. UNO,25.765,-109.191,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,ESTERO LA BALLENA,25.977,-109.418,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,EL POZOLE,23.42183632,-106.5155303,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,CAMPO PESQUERO BACOREHUIS,26.271,-109.144,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,TOPOLOBAMPO,PAREDONES,25.66669153,-108.98655,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL ROSARIO,MARISMA LAS CABRAS,23.09803795,-105.8981365,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,HERMOSILLO,EL CHOYUDO,28.28852557,-111.4069826,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
NAYARIT,SAN BLAS,ESTERO EL POZO,21.56415927,-105.300863,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,EMBARCADERO SAN MIGUEL,21.8728,-105.432,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,"CHIRIMOYO, EL",22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA CONSTITUCION APATZINGAN,19.23911931,-102.792091,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA EL JIHUITE,20.67765778,-102.5642788,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA LA VEGA,20.36,-103.5,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA TRIGO MIL,19.94,-104.25972,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA LA POLVORA,20.7,-102.25,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,EJIDO MODELO,19.637,-102.9734,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,CHACALA,21.16300819,-105.2246354,state_site,Hem's state.site key,sea,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,"AYALAS, LOS",21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,"CONCHAS, LAS",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,"RINCON, EL",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL CARDON EN LAGUNA SAN IGNACIO,26.83,-113.2,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,PLAYA SAN RAMON/CAMALU,30.7704,-116.0592,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,LA ESCOLLERA,23.634501,-102.552784,state_site,Hem's state.site key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,SAN QUINTIN,PUNTA ESCARPADA,29.5946,-114.0272,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,VILLA JESUS MARIA,PUNTA EL PESCADOR,28.9362636,-113.3833794,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,EJIDO JOSE M. MORELOS Y PAVON,28.3442,-114.0668,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN QUINTIN,VALLE TRANQUILO,30.28869385,-115.8040563,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,ENSENADA BLANCA,25.72784556,-111.2530631,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,BAHIA LOS ANGELES,PIEDRA SAN ANTONIO,28.4328,-112.8691,state_office_site,Hem's state.site.office key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,CAMPO NUEVO,29.6843,-115.6001,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,PUERTECITOS,30.34882681,-114.6412628,state_office_site,Hem's state.site.office key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
SONORA,PUERTO LIBERTAD,PUERTO LIBERTAD,29.90638514,-112.6832256,state_office_site,Hem's state.site.office key,land,Region_6,NA,Region_6,yes,yes,yes,yes
SONORA,GUAYMAS,BAHIA LOBOS,27.35315022,-110.4532303,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,GUAYMAS,LOS BANOS,26.3755,-109.164,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SINALOA,GUASAVE,PRESA GUSTAVO DIAZ ORDAZ,25.85574087,-107.9059522,state_office_site,Hem's state.site.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,PLAYA TEACAPAN,22.5435,-105.729,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,ESTERO LAS LAJITAS,26.1080348,-109.3763401,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,CAMPO EL HECHO,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,BARRA PIAXTLA,23.6636111,-106.8013888,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,CERRITOS,24.513915,-107.4345,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,PLAYA SUR,23.17297755,-106.3902239,state_office_site,Hem's state.site.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,MEDINA,23.91937,-106.875,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,PENASCO,31.31,-113.54,state_office_site,Hem's state.site.office key,land,Region_5,NA,Region_5,yes,yes,yes,yes
SONORA,HUATABAMPO,BAHIA YAVAROS,26.7,-109.487,state_office_site,Hem's state.site.office key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,BAHIA KINO,PRESA EL NOVILLO,28.80555913,-111.6789334,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SINALOA,EL FUERTE,PRESA MIGUEL HIDALGO Y COSTILLA,26.555,-108.554,state_office_site,Hem's state.site.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL FUERTE,PRESA GUILLERMO BLAKE AGUILAR,26.303,-108.666,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,LA ARENITAS,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,DIQUE LOS BECOS,24.6281083,-107.3011224,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,CORTINA LA PRESA ADOLFO LOPEZ MATEOS,25.099,-107.386,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL FUERTE,PRESA JOSEFA ORTIZ DOMINGUEZ,26.463,-108.6835,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SAN BLAS,"RAMPA, LA",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,BOCA CAMICHIN,21.74297361,-105.488445,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,EMBARCADERO PTA. PALAPARES,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,"BORDO, EL",22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,CABEZA CANOA,21.9897,-105.4711,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,PASO AHUAPAN,21.5952445,-104.5911711,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,PASO LOZADA,21.517,-104.538,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,PENITA JALTEMBA,"ESCOLLERA, LA",21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,BARRA NAVIDAD,BAHIA MELAQUE,19.22116935,-104.7168732,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TECUALA,CANAL CUAUTLA,22.2183,-105.6417,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,LAGUNA LA HONDA,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,"MORILLOS, LOS",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,PUERTO VALLARTA,BAHIA YELAPA,20.48884335,-105.4477617,state_office_site,Hem's state.site.office key,sea,Region_9,NA,Region_9,yes,NA,yes,yes
NAYARIT,TECUALA,PUERTA DEL RIO,22.38528653,-105.6409272,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA LAGUNILLAS,20.5914,-103.5321,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA GARABATOS,20.37,-102.41,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,EL SALTO,20.99667148,-103.2416082,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA RAMON CORONA,19.58,-103.06,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,LAGUNA CAJITITLAN,20.4175,-103.3102,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,CHAPALA,20.23166667,-103.1498611,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,MONTEON,20.99114667,-105.2996044,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,LAGUNA SAN IGNACIO,26.8849167,-113.1671411,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,SAN BRUNO,27.1623825,-112.1619369,state_office_site,Hem's state.site.office key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,PUNTA BAJA,29.95317056,-115.8035939,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,SAN ANTONIO DEL MAR,31.0974,-116.3047,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,ISLA NATIVIDAD,27.8539925,-115.1705161,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,BARRIO LA PLAYA,23.06,-109.67,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,BUENA VISTA,23.09630611,-109.9284258,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PAILABOTE,25.54745,-112.066,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,"SANTA ROSA, COMONDU",26.24,-112.06,state_site,Mel's state.site key,land,Region_3,NA,Region_3,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,TODOS SANTOS,23.45043694,-110.2256133,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,LA REFORMA,CAMPO PESQUERO COSTA AZUL,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,BAHIA SAN JORGE,31.1515,-113.075,state_office_site,Hem's state.site.office key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
SONORA,HUATABAMPO,BAHIA BACHOCO,26.637,-109.428,state_office_site,Hem's state.site.office key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,GUAYMAS,LOS MELAGOS,27.16386105,-110.3133055,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SINALOA,CULIACAN,CORTINA LA PRESA SANALONA,24.812,-107.156,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,PRESA JOSE LOPEZ PORTILLO,24.69533655,-106.9712938,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,SITIO EL EBANITO,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,CERRO CABEZON,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,CRUZ HUANACAXTLE,BUCERIAS,20.75460986,-105.3367254,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,CRUZ HUANACAXTLE,"CRUZ HUANACAXTLE, LA",20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,EMBARCADERO LLANO DEL TIGRE,22.1269444,-105.3047223,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,ISLA MEXCALTITAN,21.9045821,-105.4733887,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,LAGUNA EL TULE,22.3078,-105.213,state_office_site,Hem's state.site.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,OCOTLAN,AGUA CALIENTE,20.22467628,-102.7740081,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA LA COLORADA,20.21,-103.5,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,MEZCALA,20.3675,-103.0884722,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
NAYARIT,PENITA JALTEMBA,PLAYA BAHIA SAYULITA,21.16238367,-105.2115404,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,GUERRERO NEGRO,LAS CASITAS,23.60071676,-109.8609418,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,LA RIBERA,23.59656306,-109.5860669,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,PUERTO ADOLFO LOPEZ MATEOS,25.19290611,-112.1106136,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL DATIL EN LAGUNA SAN IGNACIO,26.86,-113.17,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,EL ROSARIO,32.07582028,-116.5805131,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUNTA SAN JOSE,31.4505,-116.6002,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUNTA BAJA,29.95317056,-115.8035939,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,LA SALINA,32.05329931,-116.8788054,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
