Data,landing_site,clave,subregion,long,lat,State,GofC
BALLENA LA 322 2.0322 -110.9175 24.0172 37,BALLENA LA,322,2.0322,-110.9175,24.0172,Baja California Sur,mixed
BALLENA LA NORTE 354 2.0354 -110.1227 23.1187 40,BALLENA LA NORTE,354,2.0354,-110.1227,23.1187,Baja California Sur,mixed
BALLENA PUERTO 128 3.0128 -110.3908 24.4626 47B,BALLENA PUERTO,128,3.0128,-110.3908,24.4626,Baja California Sur,mixed
BALLENA ROCA 383 2.0383 -113.5530 26.6920 85 B,BALLENA ROCA,383,2.0383,-113.553,26.692,Baja California Sur,mixed
BALLENAS BAHÍA 110 2.0110 -113.3910 26.7600 26,BALLENAS BAHÍA,110,2.011,-113.391,26.76,Baja California Sur,mixed
BALLENAS PUNTA 219 2.0219 -112.1630 24.7605 33,BALLENAS PUNTA,219,2.0219,-112.163,24.7605,Baja California Sur,mixed
BALLENAS ROCAS LAS 99 2.0099 -113.6676 26.7432 26,BALLENAS ROCAS LAS,99,2.0099,-113.6676,26.7432,Baja California Sur,mixed
BALSAS ESTERO LAS 254 2.0254 -112.0460 24.7872 34,BALSAS ESTERO LAS,254,2.0254,-112.046,24.7872,Baja California Sur,mixed
BANDERITA LA LAGUNA OJO LIEBRE) 20 2.0020 -114.0602 27.6469 20,BANDERITA LA LAGUNA OJO LIEBRE),20,2.002,-114.0602,27.6469,Baja California Sur,mixed
BANDERITAS 228 2.0228 -112.1143 24.8700 34,BANDERITAS,228,2.0228,-112.1143,24.87,Baja California Sur,mixed
BANDERITAS CANAL PUNTA 229 2.0229 -112.1255 24.8615 34,BANDERITAS CANAL PUNTA,229,2.0229,-112.1255,24.8615,Baja California Sur,mixed
BARBARA PUNTA SANTA 231 3.0231 -111.8770 26.7048 54,BARBARA PUNTA SANTA,231,3.0231,-111.877,26.7048,Baja California Sur,mixed
BARRANCAS LAS 159 2.0159 -112.2501 26.0368 30,BARRANCAS LAS,159,2.0159,-112.2501,26.0368,Baja California Sur,mixed
BARRANCAS LAS LOS CABOS 29 3.0029 -109.4470 23.4770 43,BARRANCAS LAS LOS CABOS,29,3.0029,-109.447,23.477,Baja California Sur,mixed
BARRILES LOS 37 3.0037 -109.6975 23.6773 44,BARRILES LOS,37,3.0037,-109.6975,23.6773,Baja California Sur,mixed
BARTOLOME SAN 64 2.0064 -114.8380 27.6641 22,BARTOLOME SAN,64,2.0064,-114.838,27.6641,Baja California Sur,mixed
BASILIO PUNTA SAN 203 3.0203 -111.4330 26.3630 53,BASILIO PUNTA SAN,203,3.0203,-111.433,26.363,Baja California Sur,mixed
BATEQUE 144 2.0144 -112.7743 26.4311 28,BATEQUE,144,2.0144,-112.7743,26.4311,Baja California Sur,mixed
BATEQUITO EL 368 2.0368 -109.9903 22.8900 41,BATEQUITO EL,368,2.0368,-109.9903,22.89,Baja California Sur,mixed
BELCHER PUNTA 242 2.0242 -112.0710 24.5840 35,BELCHER PUNTA,242,2.0242,-112.071,24.584,Baja California Sur,mixed
BENTONITA PUNTA 324 2.0324 -110.8711 23.9564 37,BENTONITA PUNTA,324,2.0324,-110.8711,23.9564,Baja California Sur,mixed
BLANCA AGUA 340 2.0340 -110.3169 23.5507 39,BLANCA AGUA,340,2.034,-110.3169,23.5507,Baja California Sur,mixed
BLANCA PUNTA 159 3.0159 -110.8630 25.0890 50,BLANCA PUNTA,159,3.0159,-110.863,25.089,Baja California Sur,mixed
BLANCA ROCA 381 2.0381 -110.9340 25.5880 83 B,BLANCA ROCA,381,2.0381,-110.934,25.588,Baja California Sur,mixed
BLANCA TORRE 9 2.0009 -114.2472 27.9086 19,BLANCA TORRE,9,2.0009,-114.2472,27.9086,Baja California Sur,mixed
BOCA PUNTA DE SAN BRUNO 166 3.0166 -110.9319 25.2912 50,BOCA PUNTA DE SAN BRUNO,166,3.0166,-110.9319,25.2912,Baja California Sur,mixed
BOCANA ESTERO DE LA 97 2.0097 -113.7008 26.7838 25,BOCANA ESTERO DE LA,97,2.0097,-113.7008,26.7838,Baja California Sur,mixed
BOCANA LA DE SAN GREGORIO 155 2.0155 -112.2834 26.0506 30,BOCANA LA DE SAN GREGORIO,155,2.0155,-112.2834,26.0506,Baja California Sur,mixed
BOCANA LA PUNTA ABREOJOS 130 2.0130 -113.2985 26.7030 26,BOCANA LA PUNTA ABREOJOS,130,2.013,-113.2985,26.703,Baja California Sur,mixed
BOCANA PUNTA 262 3.0262 -112.0680 27.1310 56,BOCANA PUNTA,262,3.0262,-112.068,27.131,Baja California Sur,mixed
BOLA PIEDRA ISLA CERRALVO) 64 3.0064 -109.8266 24.1501 46,BOLA PIEDRA ISLA CERRALVO),64,3.0064,-109.8266,24.1501,Baja California Sur,mixed
BOLAS PIEDRA 20 3.0020 -109.4380 23.2440 43,BOLAS PIEDRA,20,3.002,-109.438,23.244,Baja California Sur,mixed
BONANZA PUNTA ESPIRITU SANTO 123 3.0123 -110.3210 24.4230 47B,BONANZA PUNTA ESPIRITU SANTO,123,3.0123,-110.321,24.423,Baja California Sur,mixed
BOTELLA PUNTA 200 3.0200 -111.3830 26.2380 53,BOTELLA PUNTA,200,3.02,-111.383,26.238,Baja California Sur,mixed
BOTELLAS LAS CAMPO 198 2.0198 -112.1082 25.2385 32,BOTELLAS LAS CAMPO,198,2.0198,-112.1082,25.2385,Baja California Sur,mixed
BRUNO BOCA SAN 178 3.0178 -111.2102 25.7348 51,BRUNO BOCA SAN,178,3.0178,-111.2102,25.7348,Baja California Sur,mixed
BRUNO SAN LORETO 199 3.0199 -111.3740 26.2120 53,BRUNO SAN LORETO,199,3.0199,-111.374,26.212,Baja California Sur,mixed
BRUNO SAN SANTA ROSALIA 265 3.0265 -112.1644 27.1682 56,BRUNO SAN SANTA ROSALIA,265,3.0265,-112.1644,27.1682,Baja California Sur,mixed
BUENAVISTA CAMPO 169 2.0169 -112.0808 25.6691 31,BUENAVISTA CAMPO,169,2.0169,-112.0808,25.6691,Baja California Sur,mixed
BUENAVISTA ESTERO 171 2.0171 -112.0703 25.6354 31,BUENAVISTA ESTERO,171,2.0171,-112.0703,25.6354,Baja California Sur,mixed
BUENAVISTA LOS CABOS 36 3.0036 -109.6640 23.6370 44,BUENAVISTA LOS CABOS,36,3.0036,-109.664,23.637,Baja California Sur,mixed
BUENO ESTERO RANCHO 313 2.0313 -111.4070 24.3140 36,BUENO ESTERO RANCHO,313,2.0313,-111.407,24.314,Baja California Sur,mixed
BUFECHERO PUNTA 273 3.0273 -112.0876 27.2572 56,BUFECHERO PUNTA,273,3.0273,-112.0876,27.2572,Baja California Sur,mixed
BULE PLAYA EL 91 3.0091 -110.2168 24.3076 46,BULE PLAYA EL,91,3.0091,-110.2168,24.3076,Baja California Sur,mixed
BURRITOS CAMPO LOS 156 3.0156 -110.8240 25.0490 49,BURRITOS CAMPO LOS,156,3.0156,-110.824,25.049,Baja California Sur,mixed
BUTO ESTERO SAN 255 2.0255 -112.0453 24.7862 34,BUTO ESTERO SAN,255,2.0255,-112.0453,24.7862,Baja California Sur,mixed
BUTO SAN 251 2.0251 -112.0420 24.7570 34,BUTO SAN,251,2.0251,-112.042,24.757,Baja California Sur,mixed
CABEZA MECHUDA PUNTA 138 3.0138 -110.6570 24.8090 49,CABEZA MECHUDA PUNTA,138,3.0138,-110.657,24.809,Baja California Sur,mixed
CABITO EL 244 2.0244 -112.1020 24.5790 35,CABITO EL,244,2.0244,-112.102,24.579,Baja California Sur,mixed
CABO DE HORNO 33 3.0033 -109.5171 23.5672 43,CABO DE HORNO,33,3.0033,-109.5171,23.5672,Baja California Sur,mixed
CABO FALSO 366 2.0366 -109.9600 22.8700 41,CABO FALSO,366,2.0366,-109.96,22.87,Baja California Sur,mixed
CABO PULMO 28 3.0028 -109.4200 23.4450 43,CABO PULMO,28,3.0028,-109.42,23.445,Baja California Sur,mixed
CACARIZO PUNTA 255 3.0255 -111.9608 27.0802 55,CACARIZO PUNTA,255,3.0255,-111.9608,27.0802,Baja California Sur,mixed
CADEJE ARROYO 148 2.0148 -112.5332 26.2545 29,CADEJE ARROYO,148,2.0148,-112.5332,26.2545,Baja California Sur,mixed
CAJETE EL 113 3.0113 -110.5951 24.2512 47,CAJETE EL,113,3.0113,-110.5951,24.2512,Baja California Sur,mixed
CALABOZO PUNTA ISLA SAN JOSE) 147 3.0147 -110.7100 25.0960 49,CALABOZO PUNTA ISLA SAN JOSE),147,3.0147,-110.71,25.096,Baja California Sur,mixed
CALLES PLUTARCO ELIAS 352 2.0352 -110.1470 23.2148 40,CALLES PLUTARCO ELIAS,352,2.0352,-110.147,23.2148,Baja California Sur,mixed
CAMALEÓN CAMPO 141 2.0141 -112.9490 26.5376 28,CAMALEÓN CAMPO,141,2.0141,-112.949,26.5376,Baja California Sur,mixed
CAMARÓN PUNTA 117 3.0117 -110.6521 24.3298 47,CAMARÓN PUNTA,117,3.0117,-110.6521,24.3298,Baja California Sur,mixed
CAMPITO EL 38 2.0038 -114.8355 27.8047 22,CAMPITO EL,38,2.0038,-114.8355,27.8047,Baja California Sur,mixed
CAMPITO ESTERO SANTO DOMINGO EL 187 2.0187 -112.0698 25.4657 32,CAMPITO ESTERO SANTO DOMINGO EL,187,2.0187,-112.0698,25.4657,Baja California Sur,mixed
CANA CANAL LA 182 2.0182 -112.0873 25.5531 31,CANA CANAL LA,182,2.0182,-112.0873,25.5531,Baja California Sur,mixed
CANAL SUR 135 2.0135 -113.0668 26.6096 27,CANAL SUR,135,2.0135,-113.0668,26.6096,Baja California Sur,mixed
CANCUN ESTERO 280 2.0280 -111.6402 24.5597 36,CANCUN ESTERO,280,2.028,-111.6402,24.5597,Baja California Sur,mixed
CANCUN PUERTO 273 2.0273 -111.7450 24.5451 35,CANCUN PUERTO,273,2.0273,-111.745,24.5451,Baja California Sur,mixed
CANDELERO PUNTA SANTA ROSALIA 287 3.0287 -112.3143 27.4370 56,CANDELERO PUNTA SANTA ROSALIA,287,3.0287,-112.3143,27.437,Baja California Sur,mixed
CANDELEROS PUNTA 285 3.0285 -112.3135 27.4385 56,CANDELEROS PUNTA,285,3.0285,-112.3135,27.4385,Baja California Sur,mixed
CANGREJERA ISLA LA 244 3.0244 -111.9630 26.9100 55,CANGREJERA ISLA LA,244,3.0244,-111.963,26.91,Baja California Sur,mixed
CANTINA PUNTA 62 2.0062 -114.9030 27.6625 22,CANTINA PUNTA,62,2.0062,-114.903,27.6625,Baja California Sur,mixed
CARACOL PLAYA EL 88 3.0088 -110.1982 24.2973 46,CARACOL PLAYA EL,88,3.0088,-110.1982,24.2973,Baja California Sur,mixed
CARAPACHOS LOS ISLA CERRALVO 68 3.0068 -109.8440 24.2516 46,CARAPACHOS LOS ISLA CERRALVO,68,3.0068,-109.844,24.2516,Baja California Sur,mixed
CARBONERA LA ISLA CERRALVO 53 3.0053 -109.9270 24.3770 45,CARBONERA LA ISLA CERRALVO,53,3.0053,-109.927,24.377,Baja California Sur,mixed
CARDÓN (BAHÍA TORTUGAS) EL 54 2.0054 -115.0505 27.8038 22,CARDÓN (BAHÍA TORTUGAS) EL,54,2.0054,-115.0505,27.8038,Baja California Sur,mixed
CARDÓN EL 120 2.0120 -113.1501 26.7842 27,CARDÓN EL,120,2.012,-113.1501,26.7842,Baja California Sur,mixed
CARDON ESTERO EL 131 2.0131 -113.1322 26.6900 27,CARDON ESTERO EL,131,2.0131,-113.1322,26.69,Baja California Sur,mixed
CARDÓN PARAJE EL 295 2.0295 -111.5221 24.4008 36,CARDÓN PARAJE EL,295,2.0295,-111.5221,24.4008,Baja California Sur,mixed
CARDONAL EL LA PAZ 41 3.0041 -109.7447 23.8473 44,CARDONAL EL LA PAZ,41,3.0041,-109.7447,23.8473,Baja California Sur,mixed
CARDONCITO EL NORTE 212 3.0212 -111.5509 26.5506 54,CARDONCITO EL NORTE,212,3.0212,-111.5509,26.5506,Baja California Sur,mixed
CARDONES LOS 133 2.0133 -113.0637 26.6105 27,CARDONES LOS,133,2.0133,-113.0637,26.6105,Baja California Sur,mixed
CAREY ESTERO EL 284 2.0284 -111.6329 24.5201 36,CAREY ESTERO EL,284,2.0284,-111.6329,24.5201,Baja California Sur,mixed
CAREYEROS LOS ISLA CERRALVO 65 3.0065 -109.8059 24.1552 46,CAREYEROS LOS ISLA CERRALVO,65,3.0065,-109.8059,24.1552,Baja California Sur,mixed
CARLOS BAHÍA SAN GOLFO 298 3.0298 -112.7872 28.0065 58,CARLOS BAHÍA SAN GOLFO,298,3.0298,-112.7872,28.0065,Baja California Sur,mixed
CARLOS CANAL SAN 238 2.0238 -112.1110 24.7420 34,CARLOS CANAL SAN,238,2.0238,-112.111,24.742,Baja California Sur,mixed
CARLOS ESTERO SAN 236 2.0236 -112.0809 24.7907 34,CARLOS ESTERO SAN,236,2.0236,-112.0809,24.7907,Baja California Sur,mixed
CARLOS PUERTO SAN 259 2.0259 -111.9669 24.7661 34,CARLOS PUERTO SAN,259,2.0259,-111.9669,24.7661,Baja California Sur,mixed
CARLOS PUNTA ARENAS SAN 232 2.0232 -112.1115 24.7790 34,CARLOS PUNTA ARENAS SAN,232,2.0232,-112.1115,24.779,Baja California Sur,mixed
CARLOS PUNTA SAN 235 2.0235 -112.1020 24.7940 34,CARLOS PUNTA SAN,235,2.0235,-112.102,24.794,Baja California Sur,mixed
CARLOS SAN AGUAS LITORALES 233 2.0233 -112.1012 24.7902 34,CARLOS SAN AGUAS LITORALES,233,2.0233,-112.1012,24.7902,Baja California Sur,mixed
CARMEN ISLA 184 3.0184 -111.1720 25.9430 52,CARMEN ISLA,184,3.0184,-111.172,25.943,Baja California Sur,mixed
CARPINTERÍA LA ISLA CERRALVO 56 3.0056 -109.9314 24.3620 45,CARPINTERÍA LA ISLA CERRALVO,56,3.0056,-109.9314,24.362,Baja California Sur,mixed
CARRIZAL BOCA DEL 364 2.0364 -110.0143 22.9189 41,CARRIZAL BOCA DEL,364,2.0364,-110.0143,22.9189,Baja California Sur,mixed
CARRIZALITO 160 3.0160 -110.8630 25.0890 50,CARRIZALITO,160,3.016,-110.863,25.089,Baja California Sur,mixed
CARRIZALITO NORTE 168 3.0168 -110.9777 25.3405 50,CARRIZALITO NORTE,168,3.0168,-110.9777,25.3405,Baja California Sur,mixed
CASITAS LAS 73 2.0073 -114.6315 27.4936 23,CASITAS LAS,73,2.0073,-114.6315,27.4936,Baja California Sur,mixed
CATALINA ISLA SANTA 174 3.0174 -110.8175 25.6345 51,CATALINA ISLA SANTA,174,3.0174,-110.8175,25.6345,Baja California Sur,mixed
CAYUCO EL 299 2.0299 -111.6859 24.4161 36,CAYUCO EL,299,2.0299,-111.6859,24.4161,Baja California Sur,mixed
CAYUCO ENSENADA EL 277 2.0277 -111.6908 24.5853 35,CAYUCO ENSENADA EL,277,2.0277,-111.6908,24.5853,Baja California Sur,mixed
CAYUCO ESTERO EL 279 2.0279 -111.6548 24.5719 36,CAYUCO ESTERO EL,279,2.0279,-111.6548,24.5719,Baja California Sur,mixed
CEDRO EL 326 2.0326 -110.8680 23.9532 38,CEDRO EL,326,2.0326,-110.868,23.9532,Baja California Sur,mixed
CEMENTERIO 104 2.0104 -113.5321 26.7657 26,CEMENTERIO,104,2.0104,-113.5321,26.7657,Baja California Sur,mixed
CEMENTERIO EL SAN CARLOS 234 2.0234 -112.1020 24.7940 34,CEMENTERIO EL SAN CARLOS,234,2.0234,-112.102,24.794,Baja California Sur,mixed
CEROTITO PUNTA 256 3.0256 -111.9434 27.0805 55,CEROTITO PUNTA,256,3.0256,-111.9434,27.0805,Baja California Sur,mixed
CERRALVO CANAL 79 3.0079 -109.9446 24.1897 45,CERRALVO CANAL,79,3.0079,-109.9446,24.1897,Baja California Sur,mixed
CERRALVO ISLA 52 3.0052 -109.8693 24.2357 45,CERRALVO ISLA,52,3.0052,-109.8693,24.2357,Baja California Sur,mixed
CHABELA ENSENADA LA SAN MARCOS 269 3.0269 -112.0934 27.2135 56,CHABELA ENSENADA LA SAN MARCOS,269,3.0269,-112.0934,27.2135,Baja California Sur,mixed
CHALE PUERTO 294 2.0294 -111.5502 24.4170 36,CHALE PUERTO,294,2.0294,-111.5502,24.417,Baja California Sur,mixed
CHAPARRITO CAMPO 12 2.0012 -114.1611 27.8463 19,CHAPARRITO CAMPO,12,2.0012,-114.1611,27.8463,Baja California Sur,mixed
CHAPINGO RANCHO 339 2.0339 -110.3510 23.6001 39,CHAPINGO RANCHO,339,2.0339,-110.351,23.6001,Baja California Sur,mixed
CHARRO BANCK 373 2.0373 -110.2650 24.6330 75 B,CHARRO BANCK,373,2.0373,-110.265,24.633,Baja California Sur,mixed
CHESTER CAMPO 43 2.0043 -115.0444 27.8583 22,CHESTER CAMPO,43,2.0043,-115.0444,27.8583,Baja California Sur,mixed
CHEVO CAMPITO 39 2.0039 -114.8519 27.8230 22,CHEVO CAMPITO,39,2.0039,-114.8519,27.823,Baja California Sur,mixed
CHICHARRON EL 157 2.0157 -112.2670 26.0509 30,CHICHARRON EL,157,2.0157,-112.267,26.0509,Baja California Sur,mixed
CHISGUETE EL 261 2.0261 -111.9686 24.7833 34,CHISGUETE EL,261,2.0261,-111.9686,24.7833,Baja California Sur,mixed
CHISGUETE ESTERO EL 260 2.0260 -111.9684 24.7767 34,CHISGUETE ESTERO EL,260,2.026,-111.9684,24.7767,Baja California Sur,mixed
CHIVATO PUNTA 293 3.0293 -112.5572 27.6436 57,CHIVATO PUNTA,293,3.0293,-112.5572,27.6436,Baja California Sur,mixed
CHIVO ESTERO EL 201 2.0201 -112.1144 25.2326 32,CHIVO ESTERO EL,201,2.0201,-112.1144,25.2326,Baja California Sur,mixed
CHOROS PUNTA 89 2.0089 -114.1540 27.1268 24,CHOROS PUNTA,89,2.0089,-114.154,27.1268,Baja California Sur,mixed
CHOYA ENSENADA LA 117 2.0117 -113.1462 26.8544 27,CHOYA ENSENADA LA,117,2.0117,-113.1462,26.8544,Baja California Sur,mixed
CHOYA PUNTA 190 3.0190 -111.1909 26.0308 52,CHOYA PUNTA,190,3.019,-111.1909,26.0308,Baja California Sur,mixed
CISNE PUNTA 307 2.0307 -111.8463 24.5123 35,CISNE PUNTA,307,2.0307,-111.8463,24.5123,Baja California Sur,mixed
CLAM PUNTA BAY 69 2.0069 -114.8441 27.6216 23,CLAM PUNTA BAY,69,2.0069,-114.8441,27.6216,Baja California Sur,mixed
COCHI PUNTA 164 3.0164 -110.9360 25.2418 50,COCHI PUNTA,164,3.0164,-110.936,25.2418,Baja California Sur,mixed
COLORADA PUNTA SANTA ROSALIA 247 3.0247 -111.9687 26.9255 55,COLORADA PUNTA SANTA ROSALIA,247,3.0247,-111.9687,26.9255,Baja California Sur,mixed
COLORADA PUNTA (EN LOS CABOS) 34 3.0034 -109.5160 23.5810 43,COLORADA PUNTA (EN LOS CABOS),34,3.0034,-109.516,23.581,Baja California Sur,mixed
COLORADA PUNTA BAHÍA LA PAZ 104 3.0104 -110.3303 24.2445 46,COLORADA PUNTA BAHÍA LA PAZ,104,3.0104,-110.3303,24.2445,Baja California Sur,mixed
COLORADA PUNTA ISLA SAN JOSE) 146 3.0146 -110.5980 25.0370 49,COLORADA PUNTA ISLA SAN JOSE),146,3.0146,-110.598,25.037,Baja California Sur,mixed
COLORADITO EL 272 3.0272 -112.1012 27.2294 56,COLORADITO EL,272,3.0272,-112.1012,27.2294,Baja California Sur,mixed
COLORADITO PUNTA ISLA SAN MARCOS) 217 3.0217 -111.6200 26.7410 54,COLORADITO PUNTA ISLA SAN MARCOS),217,3.0217,-111.62,26.741,Baja California Sur,mixed
COLORADO EL CAMPO 137 3.0137 -110.6850 24.7330 49,COLORADO EL CAMPO,137,3.0137,-110.685,24.733,Baja California Sur,mixed
COMONDU BAHÍA 184 2.0184 -112.1370 25.6695 31,COMONDU BAHÍA,184,2.0184,-112.137,25.6695,Baja California Sur,mixed
CONCEPCIÓN BAHÍA 227 3.0227 -111.7610 26.6194 54,CONCEPCIÓN BAHÍA,227,3.0227,-111.761,26.6194,Baja California Sur,mixed
CONCEPCION PUNTA 222 3.0222 -111.8201 26.8965 55,CONCEPCION PUNTA,222,3.0222,-111.8201,26.8965,Baja California Sur,mixed
CONCHA ISLOTE LA 21 2.0021 -114.2872 27.7936 20,CONCHA ISLOTE LA,21,2.0021,-114.2872,27.7936,Baja California Sur,mixed
CONCHAL ISLA EL 223 2.0223 -112.1494 24.8877 33,CONCHAL ISLA EL,223,2.0223,-112.1494,24.8877,Baja California Sur,mixed
CONEJO EL 75 2.0075 -114.5577 27.4450 23,CONEJO EL,75,2.0075,-114.5577,27.445,Baja California Sur,mixed
CONEJO PUNTA RANCHO BUENO 298 2.0298 -111.4700 24.3400 36,CONEJO PUNTA RANCHO BUENO,298,2.0298,-111.47,24.34,Baja California Sur,mixed
CONSTITUCION CIUDAD 266 2.0266 -111.6500 25.0500 35,CONSTITUCION CIUDAD,266,2.0266,-111.65,25.05,Baja California Sur,mixed
CONTRABANDO PUNTA 288 3.0288 -112.3164 27.4617 56,CONTRABANDO PUNTA,288,3.0288,-112.3164,27.4617,Baja California Sur,mixed
CORONADOS ISLA 192 3.0192 -111.2740 26.1030 52,CORONADOS ISLA,192,3.0192,-111.274,26.103,Baja California Sur,mixed
CORRALON EL 279 3.0279 -112.3002 27.3676 56,CORRALON EL,279,3.0279,-112.3002,27.3676,Baja California Sur,mixed
CORTEZ PUERTO 306 2.0306 -111.8220 24.4752 35,CORTEZ PUERTO,306,2.0306,-111.822,24.4752,Baja California Sur,mixed
CORZO CABO 246 2.0246 -112.1606 24.6743 34,CORZO CABO,246,2.0246,-112.1606,24.6743,Baja California Sur,mixed
COTA POZO DE 359 2.0359 -110.0837 23.0008 41,COTA POZO DE,359,2.0359,-110.0837,23.0008,Baja California Sur,mixed
COVE PUNTA 241 2.0241 -112.1010 24.6160 35,COVE PUNTA,241,2.0241,-112.101,24.616,Baja California Sur,mixed
COYOTE BAHÍA LA PAZ 135 3.0135 -110.7070 24.6690 48,COYOTE BAHÍA LA PAZ,135,3.0135,-110.707,24.669,Baja California Sur,mixed
COYOTE EL 318 2.0318 -110.9980 24.0660 37,COYOTE EL,318,2.0318,-110.998,24.066,Baja California Sur,mixed
COYOTE ESTERO EL 108 2.0108 -113.4079 26.8255 26,COYOTE ESTERO EL,108,2.0108,-113.4079,26.8255,Baja California Sur,mixed
COYOTE ISLA 233 3.0233 -111.8723 26.7235 54,COYOTE ISLA,233,3.0233,-111.8723,26.7235,Baja California Sur,mixed
COYOTE PUNTA BAHÍA LA PAZ 136 3.0136 -110.6920 24.7030 48,COYOTE PUNTA BAHÍA LA PAZ,136,3.0136,-110.692,24.703,Baja California Sur,mixed
COYOTE PUNTA LORETO 232 3.0232 -111.8875 26.7211 54,COYOTE PUNTA LORETO,232,3.0232,-111.8875,26.7211,Baja California Sur,mixed
COYOTE PUNTA PUERTO MEJIA 94 3.0094 -110.2289 24.3350 46,COYOTE PUNTA PUERTO MEJIA,94,3.0094,-110.2289,24.335,Baja California Sur,mixed
COYOTES LOS AGUA DE 93 3.0093 -110.2317 24.3132 46,COYOTES LOS AGUA DE,93,3.0093,-110.2317,24.3132,Baja California Sur,mixed
CRECIENTE ISLA 301 2.0301 -111.5710 24.3666 36,CRECIENTE ISLA,301,2.0301,-111.571,24.3666,Baja California Sur,mixed
CRISTAL CANTIL 114 2.0114 -113.1546 26.9133 27,CRISTAL CANTIL,114,2.0114,-113.1546,26.9133,Baja California Sur,mixed
CRISTOBAL BAHÍA SAN 77 2.0077 -114.5432 27.3656 24,CRISTOBAL BAHÍA SAN,77,2.0077,-114.5432,27.3656,Baja California Sur,mixed
CRISTOBAL PUNTA SAN 365 2.0365 -109.9670 22.8760 41,CRISTOBAL PUNTA SAN,365,2.0365,-109.967,22.876,Baja California Sur,mixed
CRISTOBAL SAN 76 2.0076 -114.5021 27.3987 23,CRISTOBAL SAN,76,2.0076,-114.5021,27.3987,Baja California Sur,mixed
CRUCES LAS GUERRERO NEGRO 8 2.0008 -114.1066 27.9441 19,CRUCES LAS GUERRERO NEGRO,8,2.0008,-114.1066,27.9441,Baja California Sur,mixed
CRUCES LAS EN LA PAZ 86 3.0086 -110.1705 24.2520 45,CRUCES LAS EN LA PAZ,86,3.0086,-110.1705,24.252,Baja California Sur,mixed
CRUZ ESTERO LA 227 2.0227 -112.1052 24.8981 33,CRUZ ESTERO LA,227,2.0227,-112.1052,24.8981,Baja California Sur,mixed
CRUZ ISLA SANTA 151 3.0151 -110.7160 25.2830 50,CRUZ ISLA SANTA,151,3.0151,-110.716,25.283,Baja California Sur,mixed
CUARENTA ESTERO EL 125 2.0125 -113.0565 26.6161 27,CUARENTA ESTERO EL,125,2.0125,-113.0565,26.6161,Baja California Sur,mixed
CUEVITA LA 338 2.0338 -110.5190 23.6520 39,CUEVITA LA,338,2.0338,-110.519,23.652,Baja California Sur,mixed
CUEVITAS LAS 285 2.0285 -111.6323 24.5146 36,CUEVITAS LAS,285,2.0285,-111.6323,24.5146,Baja California Sur,mixed
CUEVITAS PUNTA 290 3.0290 -112.3214 27.5089 57,CUEVITAS PUNTA,290,3.029,-112.3214,27.5089,Baja California Sur,mixed
CUNANO 333 2.0333 -110.7551 23.8416 38,CUNANO,333,2.0333,-110.7551,23.8416,Baja California Sur,mixed
CURRY ESTERO EL 262 2.0262 -111.9495 24.7804 34,CURRY ESTERO EL,262,2.0262,-111.9495,24.7804,Baja California Sur,mixed
CURVA LA 213 2.0213 -112.1924 24.8890 33,CURVA LA,213,2.0213,-112.1924,24.889,Baja California Sur,mixed
DANZANTE ISLA 182 3.0182 -111.2494 25.7857 52,DANZANTE ISLA,182,3.0182,-111.2494,25.7857,Baja California Sur,mixed
DATIL CAMPO 24 2.0024 -114.1758 27.7491 20,DATIL CAMPO,24,2.0024,-114.1758,27.7491,Baja California Sur,mixed
DATIL EL LA PAZ 314 2.0314 -111.2900 24.2450 37,DATIL EL LA PAZ,314,2.0314,-111.29,24.245,Baja California Sur,mixed
DATIL ESTERO EL 220 2.0220 -112.1485 24.8492 33,DATIL ESTERO EL,220,2.022,-112.1485,24.8492,Baja California Sur,mixed
DATIL PUERTO 296 2.0296 -111.4977 24.3721 36,DATIL PUERTO,296,2.0296,-111.4977,24.3721,Baja California Sur,mixed
DATILAR EL 319 2.0319 -111.0334 24.1002 37,DATILAR EL,319,2.0319,-111.0334,24.1002,Baja California Sur,mixed
DATILES ESTERO EL 207 2.0207 -112.1741 25.0892 33,DATILES ESTERO EL,207,2.0207,-112.1741,25.0892,Baja California Sur,mixed
DELGADA PUNTA 247 2.0247 -112.1413 24.7176 34,DELGADA PUNTA,247,2.0247,-112.1413,24.7176,Baja California Sur,mixed
DELGADITO EL 230 3.0230 -111.8285 26.6404 54,DELGADITO EL,230,3.023,-111.8285,26.6404,Baja California Sur,mixed
DELGADITO ESTERO EL 124 2.0124 -113.0780 26.6769 27,DELGADITO ESTERO EL,124,2.0124,-113.078,26.6769,Baja California Sur,mixed
DELGADITO PUNTA 134 2.0134 -113.1228 26.6395 27,DELGADITO PUNTA,134,2.0134,-113.1228,26.6395,Baja California Sur,mixed
DELICIAS RANCHO LAS 331 2.0331 -110.7669 23.8676 38,DELICIAS RANCHO LAS,331,2.0331,-110.7669,23.8676,Baja California Sur,mixed
DIABLO LA CURVA DEL 212 2.0212 -112.1924 24.8890 33,DIABLO LA CURVA DEL,212,2.0212,-112.1924,24.889,Baja California Sur,mixed
DIEGO ISLA SAN 150 3.0150 -110.7030 25.2080 50,DIEGO ISLA SAN,150,3.015,-110.703,25.208,Baja California Sur,mixed
DIFUNTOS LOS 347 2.0347 -110.1886 23.3414 39,DIFUNTOS LOS,347,2.0347,-110.1886,23.3414,Baja California Sur,mixed
