"estimated_species_name","Year_of_Recommendation","status","control","notes","OHI_region_est"
"pisaster brevispinus",2012,"maximally harvested","no increase",NA,"region_7"
"pisaster brevispinus",2012,"maximally harvested","no increase",NA,"region_8"
"pisaster brevispinus",2012,"maximally harvested","no increase",NA,"region_9"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_1"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_2"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_3"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_4"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_5"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_6"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_7"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_8"
"pisaster giganteus",2012,"maximally harvested","no increase",NA,"region_9"
"pisaster ochraceus",2012,"maximally harvested","no increase","page 44, generalized","region_1"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_2"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_3"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_4"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_5"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_6"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_7"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_8"
"pisaster ochraceus",2012,"maximally harvested","no increase",NA,"region_9"
"pontinus vaughani 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"pontinus vaughani 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"pontinus vaughani 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"pontinus vaughani 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_1"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_2"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_3"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_4"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_5"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_6"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_7"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_8"
"prionace glauca",2023,"maximally harvested","no increase",NA,"region_9"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_1"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_2"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_3"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_4"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_5"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_6"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_7"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_8"
"rhizoprionodon longurio",2023,"maximally harvested","no increase",NA,"region_9"
"sarda chiliensis chiliensis",2012,"development potential","no increase",NA,"region_4"
"sarda chiliensis chiliensis",2012,"development potential","no increase",NA,"region_8"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_1"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_2"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_3"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_4"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_5"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_6"
"sardinops sagax",2022,"maximally harvested","no increase",NA,"region_7"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_1"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_2"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_3"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_4"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_5"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_6"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_7"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_8"
"scomber japonicus",2022,"maximally harvested","no increase",NA,"region_9"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_1"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_2"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_3"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_4"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_5"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_6"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_7"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_8"
"scomberomorus concolor",2023,"maximally harvested","no increase",NA,"region_9"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_1"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_2"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_3"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_4"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_5"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_6"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_7"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_8"
"scomberomorus sierra",2023,"maximally harvested","no increase",NA,"region_9"
"sebastes atrovirens 1a",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes atrovirens 1a",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes atrovirens 1a",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes atrovirens 1a",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes caurinus1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes caurinus1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes caurinus1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes caurinus1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes chlorostictus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes chlorostictus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes chlorostictus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes chlorostictus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes chrysomelas 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes chrysomelas 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes chrysomelas 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes chrysomelas 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes constellatus 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes constellatus 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes constellatus 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes constellatus 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes elongatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes elongatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes elongatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes elongatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes ensifer 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes ensifer 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes ensifer 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes ensifer 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes entomelas 1a",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes entomelas 1a",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes entomelas 1a",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes entomelas 1a",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes goodei 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes goodei 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes goodei 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes goodei 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes hopkinsi 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes hopkinsi 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes hopkinsi 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes hopkinsi 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes levis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes levis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes levis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes levis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes macdonaldi 1a,1aa,1b,1d",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes macdonaldi 1a,1aa,1b,1d",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes macdonaldi 1a,1aa,1b,1d",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes macdonaldi 1a,1aa,1b,1d",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes melanops 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes melanops 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes melanops 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes melanops 1a,1aa,1b",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes melanosema 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes melanosema 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes melanosema 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes melanosema 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes melanostomus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes melanostomus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes melanostomus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes melanostomus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes miniatus 1a,1aa",2012,"maximally harvested","no increase","page 67, generalized","region_1"
"sebastes miniatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes miniatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes miniatus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes mystinus 1a",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes mystinus 1a",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes mystinus 1a",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes mystinus 1a",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes paucispinis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes paucispinis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes paucispinis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes paucispinis 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes rastrelliger 1a",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes rastrelliger 1a",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes rastrelliger 1a",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes rastrelliger 1a",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes rosaceus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes rosaceus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes rosaceus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes rosaceus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes rubrivinctus 1a",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes rubrivinctus 1a",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes rubrivinctus 1a",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes rubrivinctus 1a",2012,"maximally harvested","no increase",NA,"region_4"
"sebastes rufus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_1"
"sebastes rufus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_2"
"sebastes rufus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_3"
"sebastes rufus 1a,1aa",2012,"maximally harvested","no increase",NA,"region_4"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_3"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_4"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_5"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_6"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_7"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_8"
"sphoeroides annulatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_9"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_3"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_4"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_5"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_6"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_7"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_8"
"sphoeroides lobatus",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_9"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_3"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_4"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_5"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_6"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_7"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_8"
"sphoeroides sechurae",2023,"maximally harvested","no increase","Seems they might lump these Botetes into one species?","region_9"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_1"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_2"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_3"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_4"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_5"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_6"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_7"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_8"
"sphyrna lewini",2023,"maximally harvested","no increase",NA,"region_9"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_1"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_2"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_3"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_4"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_5"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_6"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_7"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_8"
"sphyrna mokarran",2023,"maximally harvested","no increase",NA,"region_9"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_1"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_2"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_3"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_4"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_5"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_6"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_7"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_8"
"sphyrna zygaena",2023,"maximally harvested","no increase",NA,"region_9"
"spondylus crassisquama",2023,"development potential",NA,"new fishery","region_3"
"spondylus crassisquama",2023,"development potential",NA,"new fishery","region_4"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_1"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_2"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_3"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_4"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_5"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_6"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_7"
"stomolophus meleagris",2017,"maximally harvested","no increase",NA,"region_8"
"stomolophus sp.",2023,"maximally harvested","no increase",NA,"region_5"
"stomolophus sp.",2023,"maximally harvested","no increase",NA,"region_6"
"stomolophus sp.",2023,"maximally harvested","no increase",NA,"region_7"
"strongylocentrotus franciscanus",2023,"deteriorating","decrease",NA,"region_1"
"strongylocentrotus franciscanus",2023,"deteriorating","decrease",NA,"region_2"
"strongylocentrotus purpuratus",2023,"development potential","increase",NA,"region_1"
"strongylocentrotus purpuratus",2023,"development potential","increase",NA,"region_2"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_1"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_2"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_3"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_4"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_5"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_6"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_7"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_8"
"thunnus albacares",2023,"maximally harvested","no increase",NA,"region_9"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_1"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_2"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_3"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_4"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_5"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_6"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_7"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_8"
"thunnus orientalis",2023,"deteriorating","decrease","recovery phase","region_9"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_1"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_2"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_3"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_4"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_5"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_6"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_7"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_8"
"trachurus symmetricus",2022,"maximally harvested","no increase",NA,"region_9"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_1"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_2"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_3"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_4"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_5"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_6"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_7"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_8"
"triaenodon obesus",2023,"maximally harvested","no increase",NA,"region_9"
"xiphias gladius",2012,"development potential","increase",NA,"region_8"
